,Patient,Gene1,Gene2,Edge,Curvature,Response
50348,NCIH1373_LUNG,CREBBP,FOXO3,CREBBP;FOXO3,-0.03,0
50349,NCIH1373_LUNG,CREBBP,NCOR2,CREBBP;NCOR2,-0.5,0
50350,NCIH1373_LUNG,CREBBP,NCOA2,CREBBP;NCOA2,-0.23,0
50351,NCIH1373_LUNG,CREBBP,CTNNB1,CREBBP;CTNNB1,-0.3,0
50352,NCIH1373_LUNG,CREBBP,KMT2A,CREBBP;KMT2A,-0.67,0
50353,NCIH1373_LUNG,CREBBP,ARNT,CREBBP;ARNT,-0.44,0
50354,NCIH1373_LUNG,CREBBP,CCND3,CREBBP;CCND3,-0.43,0
50355,NCIH1373_LUNG,CREBBP,CDKN1A,CREBBP;CDKN1A,-0.24,0
50356,NCIH1373_LUNG,CREBBP,TCF3,CREBBP;TCF3,-0.38,0
50357,NCIH1373_LUNG,CREBBP,NCOA1,CREBBP;NCOA1,-0.16,0
50358,NCIH1373_LUNG,CREBBP,TCF7L2,CREBBP;TCF7L2,-0.27,0
50359,NCIH1373_LUNG,CREBBP,CREB3L2,CREBBP;CREB3L2,-0.75,0
50360,NCIH1373_LUNG,CREBBP,MYC,CREBBP;MYC,-0.14,0
50361,NCIH1373_LUNG,CREBBP,CREB1,CREBBP;CREB1,-0.11,0
50362,NCIH1373_LUNG,CREBBP,SMAD3,CREBBP;SMAD3,-0.37,0
50363,NCIH1373_LUNG,CREBBP,SRC,CREBBP;SRC,-0.52,0
50364,NCIH1373_LUNG,CREBBP,NFE2L2,CREBBP;NFE2L2,-0.3,0
50365,NCIH1373_LUNG,CREBBP,STAT3,CREBBP;STAT3,-0.14,0
50366,NCIH1373_LUNG,CREBBP,JUN,CREBBP;JUN,-0.22,0
50367,NCIH1373_LUNG,CREBBP,EP300,CREBBP;EP300,-0.04,0
50368,NCIH1373_LUNG,CUL3,CASP8,CUL3;CASP8,-0.3,0
50369,NCIH1373_LUNG,CUL3,NFE2L2,CUL3;NFE2L2,-0.22,0
50370,NCIH1373_LUNG,CUL3,SUFU,CUL3;SUFU,0.12,0
50371,NCIH1373_LUNG,CUL3,RHOA,CUL3;RHOA,-0.51,0
50372,NCIH1373_LUNG,CUL3,SPOP,CUL3;SPOP,-0.14,0
50373,NCIH1373_LUNG,NUMA1,NPM1,NUMA1;NPM1,0.03,0
50374,NCIH1373_LUNG,SKI,SMAD3,SKI;SMAD3,-0.68,0
50375,NCIH1373_LUNG,SDHAF2,TMEM127,SDHAF2;TMEM127,0.39,0
50376,NCIH1373_LUNG,SDHAF2,SDHA,SDHAF2;SDHA,0.32,0
50377,NCIH1373_LUNG,SDHAF2,SDHD,SDHAF2;SDHD,0.5,0
50378,NCIH1373_LUNG,SDHAF2,SDHB,SDHAF2;SDHB,0.34,0
50379,NCIH1373_LUNG,SDHAF2,SDHC,SDHAF2;SDHC,0.47,0
50380,NCIH1373_LUNG,JAK1,PIK3CA,JAK1;PIK3CA,0.24,0
50381,NCIH1373_LUNG,JAK1,STAT3,JAK1;STAT3,-0.04,0
50382,NCIH1373_LUNG,JAK1,ERBB2,JAK1;ERBB2,-0.11,0
50383,NCIH1373_LUNG,JAK1,MET,JAK1;MET,0.28,0
50384,NCIH1373_LUNG,JAK1,EML4,JAK1;EML4,-0.03,0
50385,NCIH1373_LUNG,JAK1,PIK3R1,JAK1;PIK3R1,0.24,0
50386,NCIH1373_LUNG,JAK1,PTPN11,JAK1;PTPN11,0.28,0
50387,NCIH1373_LUNG,JAK1,PIK3CB,JAK1;PIK3CB,0.29,0
50388,NCIH1373_LUNG,CCNE1,CDKN1B,CCNE1;CDKN1B,-0.94,0
50389,NCIH1373_LUNG,CCNE1,CDK4,CCNE1;CDK4,-0.86,0
50390,NCIH1373_LUNG,CCNE1,MYC,CCNE1;MYC,-0.93,0
50391,NCIH1373_LUNG,CCNE1,CDKN1A,CCNE1;CDKN1A,-0.96,0
50392,NCIH1373_LUNG,CCNE1,RB1,CCNE1;RB1,-1.15,0
50393,NCIH1373_LUNG,BMPR1A,SMAD3,BMPR1A;SMAD3,-2.36,0
50394,NCIH1373_LUNG,BMPR1A,ACVR1,BMPR1A;ACVR1,-0.25,0
50395,NCIH1373_LUNG,RMI2,WRN,RMI2;WRN,0.05,0
50396,NCIH1373_LUNG,RMI2,BLM,RMI2;BLM,0.21,0
50397,NCIH1373_LUNG,SRSF2,FUS,SRSF2;FUS,0.09,0
50398,NCIH1373_LUNG,SRSF2,SF3B1,SRSF2;SF3B1,-1.09,0
50399,NCIH1373_LUNG,SRSF2,HNRNPA2B1,SRSF2;HNRNPA2B1,0.17,0
50400,NCIH1373_LUNG,SRSF2,SRSF3,SRSF2;SRSF3,0.3,0
50401,NCIH1373_LUNG,SRSF2,ASXL1,SRSF2;ASXL1,0.14,0
50402,NCIH1373_LUNG,DGCR8,DROSHA,DGCR8;DROSHA,-0.47,0
50403,NCIH1373_LUNG,DGCR8,HNRNPA2B1,DGCR8;HNRNPA2B1,-2.37,0
50404,NCIH1373_LUNG,CBFB,TCF3,CBFB;TCF3,-0.19,0
50405,NCIH1373_LUNG,CBFB,FLNA,CBFB;FLNA,-1.3,0
50406,NCIH1373_LUNG,AFF1,ELL,AFF1;ELL,0.32,0
50407,NCIH1373_LUNG,AFF1,AFF4,AFF1;AFF4,0.38,0
50408,NCIH1373_LUNG,AFF1,CDC73,AFF1;CDC73,-0.13,0
50409,NCIH1373_LUNG,AFF1,KMT2A,AFF1;KMT2A,-0.23,0
50410,NCIH1373_LUNG,AFF1,MLLT6,AFF1;MLLT6,0.34,0
50411,NCIH1373_LUNG,APC,AXIN1,APC;AXIN1,-0.31,0
50412,NCIH1373_LUNG,APC,TBL1XR1,APC;TBL1XR1,-0.78,0
50413,NCIH1373_LUNG,APC,CTNNB1,APC;CTNNB1,-1.62,0
50414,NCIH1373_LUNG,APC,CTNNA1,APC;CTNNA1,-1.09,0
50415,NCIH1373_LUNG,MAP2K4,FLNA,MAP2K4;FLNA,-2.34,0
50416,NCIH1373_LUNG,MAP2K4,JUN,MAP2K4;JUN,-1.24,0
50417,NCIH1373_LUNG,MAP2K4,AKT1,MAP2K4;AKT1,-0.86,0
50418,NCIH1373_LUNG,PICALM,EPS15,PICALM;EPS15,0.37,0
50419,NCIH1373_LUNG,PICALM,CLTC,PICALM;CLTC,0.12,0
50420,NCIH1373_LUNG,PPP6C,NFKBIE,PPP6C;NFKBIE,0.25,0
50421,NCIH1373_LUNG,KDM5A,RB1,KDM5A;RB1,-1.76,0
50422,NCIH1373_LUNG,KDM5A,SUZ12,KDM5A;SUZ12,-1.64,0
50423,NCIH1373_LUNG,MYD88,FADD,MYD88;FADD,-0.23,0
50424,NCIH1373_LUNG,MYD88,SRC,MYD88;SRC,-0.93,0
50425,NCIH1373_LUNG,MYD88,SPOP,MYD88;SPOP,-0.77,0
50426,NCIH1373_LUNG,PTEN,TSC2,PTEN;TSC2,0.0,0
50427,NCIH1373_LUNG,PTEN,PLCG1,PTEN;PLCG1,-0.04,0
50428,NCIH1373_LUNG,PTEN,CDK4,PTEN;CDK4,0.01,0
50429,NCIH1373_LUNG,PTEN,MDM2,PTEN;MDM2,-0.05,0
50430,NCIH1373_LUNG,PTEN,PIK3CA,PTEN;PIK3CA,0.03,0
50431,NCIH1373_LUNG,PTEN,ERBB2,PTEN;ERBB2,-0.03,0
50432,NCIH1373_LUNG,PTEN,ATM,PTEN;ATM,-0.22,0
50433,NCIH1373_LUNG,PTEN,FOXO3,PTEN;FOXO3,0.01,0
50434,NCIH1373_LUNG,PTEN,NF1,PTEN;NF1,-0.09,0
50435,NCIH1373_LUNG,PTEN,MTOR,PTEN;MTOR,-0.12,0
50436,NCIH1373_LUNG,PTEN,CTNNB1,PTEN;CTNNB1,-0.15,0
50437,NCIH1373_LUNG,PTEN,PIK3R1,PTEN;PIK3R1,0.01,0
50438,NCIH1373_LUNG,PTEN,BRAF,PTEN;BRAF,-0.05,0
50439,NCIH1373_LUNG,PTEN,AKT1,PTEN;AKT1,0.05,0
50440,NCIH1373_LUNG,PTEN,SPOP,PTEN;SPOP,-0.32,0
50441,NCIH1373_LUNG,PTEN,BRCA2,PTEN;BRCA2,-0.1,0
50442,NCIH1373_LUNG,PTEN,PIK3CB,PTEN;PIK3CB,-0.01,0
50443,NCIH1373_LUNG,PTEN,TRIM27,PTEN;TRIM27,-0.72,0
50444,NCIH1373_LUNG,PTEN,MYC,PTEN;MYC,0.02,0
50445,NCIH1373_LUNG,ASPSCR1,PRCC,ASPSCR1;PRCC,0.59,0
50446,NCIH1373_LUNG,ASPSCR1,TFE3,ASPSCR1;TFE3,0.49,0
50447,NCIH1373_LUNG,TRRAP,MYC,TRRAP;MYC,-0.52,0
50448,NCIH1373_LUNG,TRRAP,CTNNB1,TRRAP;CTNNB1,-0.6,0
50449,NCIH1373_LUNG,FANCG,FANCE,FANCG;FANCE,-1.38,0
50450,NCIH1373_LUNG,FANCG,FANCD2,FANCG;FANCD2,0.33,0
50451,NCIH1373_LUNG,FANCG,FANCC,FANCG;FANCC,0.47,0
50452,NCIH1373_LUNG,FANCG,ERCC4,FANCG;ERCC4,0.3,0
50453,NCIH1373_LUNG,FANCG,FANCF,FANCG;FANCF,0.52,0
50454,NCIH1373_LUNG,FANCG,ATR,FANCG;ATR,0.4,0
50455,NCIH1373_LUNG,FANCG,BLM,FANCG;BLM,0.38,0
50456,NCIH1373_LUNG,FANCG,BRCA2,FANCG;BRCA2,-0.0,0
50457,NCIH1373_LUNG,BCL9L,BCL9,BCL9L;BCL9,0.53,0
50458,NCIH1373_LUNG,BCL9L,CTNNB1,BCL9L;CTNNB1,-0.1,0
50459,NCIH1373_LUNG,RPL10,FANCE,RPL10;FANCE,0.58,0
50460,NCIH1373_LUNG,RPL10,RPL22,RPL10;RPL22,0.69,0
50461,NCIH1373_LUNG,RPL10,RPL5,RPL10;RPL5,0.51,0
50462,NCIH1373_LUNG,RPL10,EIF1AX,RPL10;EIF1AX,0.44,0
50463,NCIH1373_LUNG,RPL10,NACA,RPL10;NACA,0.62,0
50464,NCIH1373_LUNG,RB1,CDK4,RB1;CDK4,-0.62,0
50465,NCIH1373_LUNG,RB1,MDM2,RB1;MDM2,-0.75,0
50466,NCIH1373_LUNG,RB1,ABL1,RB1;ABL1,-1.19,0
50467,NCIH1373_LUNG,RB1,EZH2,RB1;EZH2,-1.14,0
50468,NCIH1373_LUNG,RB1,MYC,RB1;MYC,-0.84,0
50469,NCIH1373_LUNG,RB1,CDKN1A,RB1;CDKN1A,-0.55,0
50470,NCIH1373_LUNG,RB1,CCND3,RB1;CCND3,0.08,0
50471,NCIH1373_LUNG,ABL2,ABL1,ABL2;ABL1,-0.47,0
50472,NCIH1373_LUNG,ERBB2,PLCG1,ERBB2;PLCG1,-0.08,0
50473,NCIH1373_LUNG,ERBB2,PIK3CA,ERBB2;PIK3CA,0.05,0
50474,NCIH1373_LUNG,ERBB2,CBL,ERBB2;CBL,-0.07,0
50475,NCIH1373_LUNG,ERBB2,STAT3,ERBB2;STAT3,0.1,0
50476,NCIH1373_LUNG,ERBB2,PTPN11,ERBB2;PTPN11,0.02,0
50477,NCIH1373_LUNG,ERBB2,PIK3R1,ERBB2;PIK3R1,0.05,0
50478,NCIH1373_LUNG,ERBB2,CTNNB1,ERBB2;CTNNB1,-0.17,0
50479,NCIH1373_LUNG,ERBB2,MYC,ERBB2;MYC,-0.07,0
50480,NCIH1373_LUNG,ERBB2,HRAS,ERBB2;HRAS,-0.04,0
50481,NCIH1373_LUNG,ERBB2,HSP90AB1,ERBB2;HSP90AB1,-0.12,0
50482,NCIH1373_LUNG,ERBB2,SRC,ERBB2;SRC,-0.02,0
50483,NCIH1373_LUNG,ERBB2,PIK3CB,ERBB2;PIK3CB,0.01,0
50484,NCIH1373_LUNG,ERBB2,BRCA2,ERBB2;BRCA2,-0.29,0
50485,NCIH1373_LUNG,PRKACA,MAPK1,PRKACA;MAPK1,-0.14,0
50486,NCIH1373_LUNG,PRKACA,EP300,PRKACA;EP300,-0.6,0
50487,NCIH1373_LUNG,PRKACA,ARAF,PRKACA;ARAF,-0.11,0
50488,NCIH1373_LUNG,PRKACA,BAX,PRKACA;BAX,-0.24,0
50489,NCIH1373_LUNG,PRKACA,RAF1,PRKACA;RAF1,-0.0,0
50490,NCIH1373_LUNG,PRKACA,JUN,PRKACA;JUN,-0.62,0
50491,NCIH1373_LUNG,PRKACA,CREB1,PRKACA;CREB1,-0.45,0
50492,NCIH1373_LUNG,PRKACA,FOXO3,PRKACA;FOXO3,-0.35,0
50493,NCIH1373_LUNG,PRKACA,RHOA,PRKACA;RHOA,-0.26,0
50494,NCIH1373_LUNG,PRKACA,BRAF,PRKACA;BRAF,-0.07,0
50495,NCIH1373_LUNG,PRKACA,SUFU,PRKACA;SUFU,-0.33,0
50496,NCIH1373_LUNG,PRKACA,PRKAR1A,PRKACA;PRKAR1A,-1.22,0
50497,NCIH1373_LUNG,PRKACA,CTNNB1,PRKACA;CTNNB1,-0.47,0
50498,NCIH1373_LUNG,TPM4,MYH9,TPM4;MYH9,0.16,0
50499,NCIH1373_LUNG,TPM4,TPM3,TPM4;TPM3,0.1,0
50500,NCIH1373_LUNG,MDM4,MDM2,MDM4;MDM2,-0.61,0
50501,NCIH1373_LUNG,MDM4,ATM,MDM4;ATM,-0.12,0
50502,NCIH1373_LUNG,CRNKL1,PRCC,CRNKL1;PRCC,-0.55,0
50503,NCIH1373_LUNG,CRNKL1,SF3B1,CRNKL1;SF3B1,-2.12,0
50504,NCIH1373_LUNG,DDB2,CDKN1B,DDB2;CDKN1B,-0.97,0
50505,NCIH1373_LUNG,DDB2,ERCC3,DDB2;ERCC3,-0.01,0
50506,NCIH1373_LUNG,DDB2,XPA,DDB2;XPA,-0.03,0
50507,NCIH1373_LUNG,MET,PLCG1,MET;PLCG1,0.44,0
50508,NCIH1373_LUNG,MET,PIK3CA,MET;PIK3CA,0.42,0
50509,NCIH1373_LUNG,MET,CBL,MET;CBL,0.43,0
50510,NCIH1373_LUNG,MET,STAT3,MET;STAT3,0.29,0
50511,NCIH1373_LUNG,MET,PIK3R1,MET;PIK3R1,0.44,0
50512,NCIH1373_LUNG,MET,CTNNB1,MET;CTNNB1,0.04,0
50513,NCIH1373_LUNG,MET,PTPN11,MET;PTPN11,0.43,0
50514,NCIH1373_LUNG,MET,SRC,MET;SRC,0.12,0
50515,NCIH1373_LUNG,MET,PIK3CB,MET;PIK3CB,0.41,0
50516,NCIH1373_LUNG,MET,HRAS,MET;HRAS,0.29,0
50517,NCIH1373_LUNG,CYLD,BCL3,CYLD;BCL3,-0.08,0
50518,NCIH1373_LUNG,CYLD,FADD,CYLD;FADD,-0.51,0
50519,NCIH1373_LUNG,CYLD,CASP8,CYLD;CASP8,-0.5,0
50520,NCIH1373_LUNG,BRCA2,FANCE,BRCA2;FANCE,-2.83,0
50521,NCIH1373_LUNG,BRCA2,MSH2,BRCA2;MSH2,-0.43,0
50522,NCIH1373_LUNG,BRCA2,MSH6,BRCA2;MSH6,-0.55,0
50523,NCIH1373_LUNG,BRCA2,CDK4,BRCA2;CDK4,-0.78,0
50524,NCIH1373_LUNG,BRCA2,BARD1,BRCA2;BARD1,-0.3,0
50525,NCIH1373_LUNG,BRCA2,NBN,BRCA2;NBN,-0.31,0
50526,NCIH1373_LUNG,BRCA2,PMS2,BRCA2;PMS2,-0.48,0
50527,NCIH1373_LUNG,BRCA2,ATM,BRCA2;ATM,-0.32,0
50528,NCIH1373_LUNG,BRCA2,BUB1B,BRCA2;BUB1B,-0.74,0
50529,NCIH1373_LUNG,BRCA2,FANCD2,BRCA2;FANCD2,-0.24,0
50530,NCIH1373_LUNG,BRCA2,FANCC,BRCA2;FANCC,-0.35,0
50531,NCIH1373_LUNG,BRCA2,NPM1,BRCA2;NPM1,-1.59,0
50532,NCIH1373_LUNG,BRCA2,WRN,BRCA2;WRN,-0.4,0
50533,NCIH1373_LUNG,BRCA2,ERCC4,BRCA2;ERCC4,-0.37,0
50534,NCIH1373_LUNG,BRCA2,FANCF,BRCA2;FANCF,-0.38,0
50535,NCIH1373_LUNG,BRCA2,BLM,BRCA2;BLM,-0.32,0
50536,NCIH1373_LUNG,BRCA2,FLNA,BRCA2;FLNA,-2.84,0
50537,NCIH1373_LUNG,BRCA2,ATRX,BRCA2;ATRX,-0.84,0
50538,NCIH1373_LUNG,BRCA2,RAD51B,BRCA2;RAD51B,-0.22,0
50539,NCIH1373_LUNG,BRCA2,ERCC5,BRCA2;ERCC5,-0.48,0
50540,NCIH1373_LUNG,BRCA2,POLD1,BRCA2;POLD1,-0.58,0
50541,NCIH1373_LUNG,BRCA2,RAD17,BRCA2;RAD17,-0.36,0
50542,NCIH1373_LUNG,ERCC3,ATM,ERCC3;ATM,0.12,0
50543,NCIH1373_LUNG,ERCC3,FEN1,ERCC3;FEN1,0.16,0
50544,NCIH1373_LUNG,ERCC3,TCEA1,ERCC3;TCEA1,0.13,0
50545,NCIH1373_LUNG,ERCC3,XPA,ERCC3;XPA,0.35,0
50546,NCIH1373_LUNG,ERCC3,ERCC4,ERCC3;ERCC4,0.24,0
50547,NCIH1373_LUNG,ERCC3,MYC,ERCC3;MYC,-0.06,0
50548,NCIH1373_LUNG,ERCC3,ERCC5,ERCC3;ERCC5,0.31,0
50549,NCIH1373_LUNG,SDHD,TMEM127,SDHD;TMEM127,0.5,0
50550,NCIH1373_LUNG,SDHD,SDHA,SDHD;SDHA,0.48,0
50551,NCIH1373_LUNG,SDHD,FH,SDHD;FH,0.45,0
50552,NCIH1373_LUNG,SDHD,SDHC,SDHD;SDHC,0.57,0
50553,NCIH1373_LUNG,SDHD,SDHB,SDHD;SDHB,0.5,0
50554,NCIH1373_LUNG,ARAF,YWHAE,ARAF;YWHAE,-0.26,0
50555,NCIH1373_LUNG,ARAF,RAF1,ARAF;RAF1,0.1,0
50556,NCIH1373_LUNG,ARAF,HRAS,ARAF;HRAS,0.14,0
50557,NCIH1373_LUNG,ARAF,BRAF,ARAF;BRAF,-0.01,0
50558,NCIH1373_LUNG,DNM2,EPS15,DNM2;EPS15,0.35,0
50559,NCIH1373_LUNG,DNM2,SRC,DNM2;SRC,-0.57,0
50560,NCIH1373_LUNG,DNM2,CLTC,DNM2;CLTC,0.05,0
50561,NCIH1373_LUNG,ABL1,MDM2,ABL1;MDM2,-0.25,0
50562,NCIH1373_LUNG,ABL1,CBL,ABL1;CBL,-0.2,0
50563,NCIH1373_LUNG,ABL1,ATM,ABL1;ATM,-0.39,0
50564,NCIH1373_LUNG,ABL1,HSP90AB1,ABL1;HSP90AB1,-0.35,0
50565,NCIH1373_LUNG,ABL1,CDKN1A,ABL1;CDKN1A,-0.09,0
50566,NCIH1373_LUNG,ABL1,ABI1,ABL1;ABI1,0.04,0
50567,NCIH1373_LUNG,ABL1,CTNNB1,ABL1;CTNNB1,-0.45,0
50568,NCIH1373_LUNG,BCL3,NFKB2,BCL3;NFKB2,-0.24,0
50569,NCIH1373_LUNG,LATS1,WWTR1,LATS1;WWTR1,-1.85,0
50570,NCIH1373_LUNG,RAD51B,BARD1,RAD51B;BARD1,0.29,0
50571,NCIH1373_LUNG,RAD51B,ATM,RAD51B;ATM,-0.2,0
50572,NCIH1373_LUNG,RAD51B,WRN,RAD51B;WRN,-0.05,0
50573,NCIH1373_LUNG,BCL10,MAPK1,BCL10;MAPK1,-0.8,0
50574,NCIH1373_LUNG,BCL10,CASP8,BCL10;CASP8,-0.23,0
50575,NCIH1373_LUNG,BCL10,MALT1,BCL10;MALT1,0.54,0
50576,NCIH1373_LUNG,CBL,PLCG1,CBL;PLCG1,-0.29,0
50577,NCIH1373_LUNG,CBL,PIK3CA,CBL;PIK3CA,-1.11,0
50578,NCIH1373_LUNG,CBL,SH3GL1,CBL;SH3GL1,-0.27,0
50579,NCIH1373_LUNG,CBL,PIK3CB,CBL;PIK3CB,-1.04,0
50580,NCIH1373_LUNG,CBL,SRC,CBL;SRC,-1.53,0
50581,NCIH1373_LUNG,CBL,STAT3,CBL;STAT3,-0.66,0
50582,NCIH1373_LUNG,CBL,PTPN11,CBL;PTPN11,-0.14,0
50583,NCIH1373_LUNG,CBL,PIK3R1,CBL;PIK3R1,-1.17,0
50584,NCIH1373_LUNG,CBL,CTNNB1,CBL;CTNNB1,-0.96,0
50585,NCIH1373_LUNG,ARHGEF12,RHOA,ARHGEF12;RHOA,-0.35,0
50586,NCIH1373_LUNG,ARHGEF12,HRAS,ARHGEF12;HRAS,0.07,0
50587,NCIH1373_LUNG,TRIM24,RARA,TRIM24;RARA,-1.31,0
50588,NCIH1373_LUNG,TRIM24,TRIM33,TRIM24;TRIM33,-0.72,0
50589,NCIH1373_LUNG,TRIM24,SPOP,TRIM24;SPOP,-1.4,0
50590,NCIH1373_LUNG,TFRC,B2M,TFRC;B2M,-0.28,0
50591,NCIH1373_LUNG,CTCF,EP300,CTCF;EP300,-0.83,0
50592,NCIH1373_LUNG,CTCF,NPM1,CTCF;NPM1,-0.99,0
50593,NCIH1373_LUNG,CTCF,RAD21,CTCF;RAD21,-0.02,0
50594,NCIH1373_LUNG,CTCF,SUZ12,CTCF;SUZ12,-0.5,0
50595,NCIH1373_LUNG,CTCF,EZH2,CTCF;EZH2,-0.52,0
50596,NCIH1373_LUNG,CTCF,STAG1,CTCF;STAG1,-0.1,0
50597,NCIH1373_LUNG,FANCE,FANCC,FANCE;FANCC,-2.26,0
50598,NCIH1373_LUNG,FANCE,RPL22,FANCE;RPL22,-0.93,0
50599,NCIH1373_LUNG,FANCE,FANCF,FANCE;FANCF,-2.3,0
50600,NCIH1373_LUNG,FANCE,FANCD2,FANCE;FANCD2,-2.47,0
50601,NCIH1373_LUNG,FANCE,RPL5,FANCE;RPL5,-1.52,0
50602,NCIH1373_LUNG,EIF4A2,PABPC1,EIF4A2;PABPC1,0.14,0
50603,NCIH1373_LUNG,EIF4A2,EIF1AX,EIF4A2;EIF1AX,-0.04,0
50604,NCIH1373_LUNG,DCTN1,KIF5B,DCTN1;KIF5B,0.1,0
50605,NCIH1373_LUNG,DCTN1,NIN,DCTN1;NIN,-0.2,0
50606,NCIH1373_LUNG,ASXL1,NPM1,ASXL1;NPM1,-0.84,0
50607,NCIH1373_LUNG,ASXL1,SUZ12,ASXL1;SUZ12,-0.26,0
50608,NCIH1373_LUNG,ASXL1,EZH2,ASXL1;EZH2,-0.47,0
50609,NCIH1373_LUNG,ASXL1,EED,ASXL1;EED,-0.16,0
50610,NCIH1373_LUNG,ASXL1,ASXL2,ASXL1;ASXL2,-0.1,0
50611,NCIH1373_LUNG,ASXL1,BAP1,ASXL1;BAP1,-0.16,0
50612,NCIH1373_LUNG,ASXL1,IDH1,ASXL1;IDH1,-0.85,0
50613,NCIH1373_LUNG,NT5C2,ATIC,NT5C2;ATIC,-0.31,0
50614,NCIH1373_LUNG,NT5C2,GMPS,NT5C2;GMPS,0.49,0
50615,NCIH1373_LUNG,TCF12,EP300,TCF12;EP300,-1.49,0
50616,NCIH1373_LUNG,ERCC5,MSH2,ERCC5;MSH2,0.17,0
50617,NCIH1373_LUNG,ERCC5,MSH6,ERCC5;MSH6,0.13,0
50618,NCIH1373_LUNG,ERCC5,EP300,ERCC5;EP300,-0.65,0
50619,NCIH1373_LUNG,ERCC5,ATM,ERCC5;ATM,0.18,0
50620,NCIH1373_LUNG,ERCC5,ERCC4,ERCC5;ERCC4,0.33,0
50621,NCIH1373_LUNG,ERCC5,XPA,ERCC5;XPA,0.4,0
50622,NCIH1373_LUNG,ERCC5,POLD1,ERCC5;POLD1,0.12,0
50623,NCIH1373_LUNG,CREB1,MAPK1,CREB1;MAPK1,-0.28,0
50624,NCIH1373_LUNG,CREB1,ATF1,CREB1;ATF1,-0.85,0
50625,NCIH1373_LUNG,CREB1,EP300,CREB1;EP300,-0.27,0
50626,NCIH1373_LUNG,CREB1,STAT3,CREB1;STAT3,-0.17,0
50627,NCIH1373_LUNG,CREB1,CRTC3,CREB1;CRTC3,-0.18,0
50628,NCIH1373_LUNG,CREB1,CREB3L2,CREB1;CREB3L2,-0.45,0
50629,NCIH1373_LUNG,CREB1,SMAD3,CREB1;SMAD3,-0.37,0
50630,NCIH1373_LUNG,CREB1,CRTC1,CREB1;CRTC1,-0.18,0
50631,NCIH1373_LUNG,CREB1,JUN,CREB1;JUN,-0.24,0
50632,NCIH1373_LUNG,CREB1,AKT1,CREB1;AKT1,-0.2,0
50633,NCIH1373_LUNG,CREB1,KMT2A,CREB1;KMT2A,-0.56,0
50634,NCIH1373_LUNG,CREB1,CTNNB1,CREB1;CTNNB1,-0.31,0
50635,NCIH1373_LUNG,PML,RARA,PML;RARA,0.09,0
50636,NCIH1373_LUNG,PML,MDM2,PML;MDM2,-0.08,0
50637,NCIH1373_LUNG,PML,EP300,PML;EP300,-0.11,0
50638,NCIH1373_LUNG,PML,DAXX,PML;DAXX,0.14,0
50639,NCIH1373_LUNG,BAX,CASP9,BAX;CASP9,0.43,0
50640,NCIH1373_LUNG,BAX,CASP8,BAX;CASP8,0.36,0
50641,NCIH1373_LUNG,BLM,MSH2,BLM;MSH2,-0.25,0
50642,NCIH1373_LUNG,BLM,MSH6,BLM;MSH6,-0.42,0
50643,NCIH1373_LUNG,BLM,NBN,BLM;NBN,0.06,0
50644,NCIH1373_LUNG,BLM,ATM,BLM;ATM,-0.39,0
50645,NCIH1373_LUNG,BLM,FANCD2,BLM;FANCD2,0.04,0
50646,NCIH1373_LUNG,BLM,FEN1,BLM;FEN1,-0.39,0
50647,NCIH1373_LUNG,BLM,ATR,BLM;ATR,0.11,0
50648,NCIH1373_LUNG,BLM,RAD17,BLM;RAD17,0.01,0
50649,NCIH1373_LUNG,ATRX,DAXX,ATRX;DAXX,-0.17,0
50650,NCIH1373_LUNG,ATRX,ATM,ATRX;ATM,-0.06,0
50651,NCIH1373_LUNG,ATRX,EZH2,ATRX;EZH2,-0.17,0
50652,NCIH1373_LUNG,ATRX,IDH1,ATRX;IDH1,-0.65,0
50653,NCIH1373_LUNG,STAG1,RAD21,STAG1;RAD21,0.05,0
50654,NCIH1373_LUNG,ASXL2,EZH2,ASXL2;EZH2,-0.64,0
50655,NCIH1373_LUNG,ASXL2,BAP1,ASXL2;BAP1,0.17,0
50656,NCIH1373_LUNG,CDK4,CDKN1B,CDK4;CDKN1B,-0.09,0
50657,NCIH1373_LUNG,CDK4,CCNC,CDK4;CCNC,0.17,0
50658,NCIH1373_LUNG,CDK4,MDM2,CDK4;MDM2,0.12,0
50659,NCIH1373_LUNG,CDK4,CCND3,CDK4;CCND3,0.0,0
50660,NCIH1373_LUNG,CDK4,CDKN1A,CDK4;CDKN1A,0.21,0
50661,NCIH1373_LUNG,CDK4,ATM,CDK4;ATM,-0.17,0
50662,NCIH1373_LUNG,CDK4,MYC,CDK4;MYC,-0.0,0
50663,NCIH1373_LUNG,CDK4,SMAD3,CDK4;SMAD3,-0.07,0
50664,NCIH1373_LUNG,CDK4,HSP90AB1,CDK4;HSP90AB1,0.03,0
50665,NCIH1373_LUNG,CRTC1,CRTC3,CRTC1;CRTC3,0.62,0
50666,NCIH1373_LUNG,CDK12,CDC73,CDK12;CDC73,-0.04,0
50667,NCIH1373_LUNG,PCBP1,HNRNPA2B1,PCBP1;HNRNPA2B1,0.15,0
50668,NCIH1373_LUNG,PCBP1,SRSF3,PCBP1;SRSF3,0.15,0
50669,NCIH1373_LUNG,PCBP1,SMAD3,PCBP1;SMAD3,-0.17,0
50670,NCIH1373_LUNG,CAMTA1,WWTR1,CAMTA1;WWTR1,-0.21,0
50671,NCIH1373_LUNG,SPEN,NCOR2,SPEN;NCOR2,0.04,0
