,Edge,U,pval,adj_pvals
0,SBDS;RPL5,122.5,0.7661592936990378,1.0
115,MLLT6;FNBP1,131.0,0.986739945731834,1.0
116,MLLT6;CLP1,126.0,0.854150202600959,1.0
117,MLLT6;KMT2A,149.5,0.5692116023792435,1.0
118,STAG2;MYC,117.0,0.6114835462199244,1.0
119,STAG2;RAD21,117.5,0.6057183367227943,1.0
120,STAG2;IDH1,122.0,0.7277005799264253,1.0
121,STAG2;ATRX,113.5,0.5211581849603761,1.0
122,STAG2;BRCA1,116.0,0.5787079525525958,1.0
123,STAG2;ZRSR2,117.5,0.6057183367227943,1.0
124,STAG2;PPP2R1A,118.0,0.6370305310918204,1.0
125,STAG2;RUNX1,110.0,0.44736761553089555,1.0
126,STAG2;EP300,110.5,0.44942194619980746,1.0
127,STAG2;EZH2,113.5,0.4991649144631344,1.0
128,STAG2;SETBP1,99.0,0.24452888476977663,1.0
129,STAG2;SRSF2,93.5,0.18691010487932247,1.0
130,STAG2;PHF6,131.0,0.9823618971611473,1.0
131,STAG2;STAG1,111.5,0.48899810153820655,1.0
132,STAG2;NRAS,90.0,0.1305603089735616,1.0
133,STAG2;TET2,107.5,0.3883635916731727,1.0
134,STAG2;KDM6A,122.0,0.722389930572269,1.0
135,STAG2;CTCF,110.0,0.4392502527166,1.0
136,STAG2;IDH2,111.0,0.4539277202564985,1.0
137,STAG2;ASXL1,108.0,0.38448426232787025,1.0
138,STAG2;NPM1,106.5,0.3649345260765984,1.0
139,STAG2;DNMT3A,82.0,0.06476615736241405,1.0
140,STAG2;SMC1A,124.0,0.768961433609164,1.0
141,STAG2;ETV6,107.0,0.3801122113782429,1.0
142,STAG2;BCORL1,117.5,0.6263158067906125,1.0
143,CCND3;CCND1,153.5,0.48027665152836096,1.0
144,CCND3;CDKN1B,166.5,0.25500695066970447,1.0
145,CCND3;RARA,149.0,0.5830458892074781,1.0
146,CCND3;CDK4,154.0,0.4702696837276549,1.0
147,CCND3;CREBBP,163.0,0.3104167932088726,1.0
148,CCND3;CDKN2C,153.5,0.4807550409145296,1.0
149,CCND3;CDK6,157.5,0.40276092922875784,1.0
150,CCND3;RB1,144.5,0.6906499169270448,1.0
151,CCND3;TP53,152.5,0.5063730712973724,1.0
152,CCND3;RUNX1,174.5,0.1605219542015246,1.0
153,CCND3;MAF,149.5,0.5706852973290454,1.0
154,CCND3;MYC,158.0,0.39460922882837957,1.0
155,CCND3;CDKN1A,159.5,0.367759765260283,1.0
156,CCND3;JAK2,157.0,0.4131182654667589,1.0
157,CCND3;SRC,156.5,0.4241906742901629,1.0
158,CCND3;NSD2,146.5,0.6396310501710318,1.0
159,CCND3;MAFB,159.5,0.36780266492651204,1.0
160,CCND3;AKT1,144.5,0.6883521973036675,1.0
161,BUB1B;KNSTRN,132.0,1.0,1.0
162,BUB1B;BARD1,149.5,0.5731818398543045,1.0
163,BUB1B;TP53,149.5,0.5730970573625328,1.0
164,BUB1B;RANBP2,128.0,0.9079126974260987,1.0
165,BUB1B;CLIP1,151.0,0.5416217876871702,1.0
166,BUB1B;TRIM33,149.5,0.5747161514474819,1.0
167,BUB1B;FEN1,147.0,0.6318330960992908,1.0
168,BUB1B;BRCA2,149.5,0.572212328748637,1.0
169,BUB1B;UBR5,154.5,0.46711847777811033,1.0
170,BUB1B;BCOR,152.5,0.5080643003575914,1.0
171,BUB1B;PPP2R1A,153.0,0.4958604914404541,1.0
172,BUB1B;JUN,141.5,0.7654577890355327,1.0
173,BUB1B;STIL,132.0,1.0,1.0
174,BUB1B;BRCA1,150.5,0.5508514096325585,1.0
175,BUB1B;CHEK2,154.0,0.47486432101493725,1.0
176,BUB1B;NUMA1,144.5,0.6896583036935462,1.0
177,BUB1B;EML4,148.5,0.5963727300232327,1.0
178,BUB1B;XPO1,146.5,0.6432529281005377,1.0
179,BUB1B;NUP98,152.5,0.5075024714348113,1.0
180,TRRAP;MLLT1,121.0,0.7264347452325672,1.0
181,TRRAP;KAT7,132.5,1.0,1.0
182,TRRAP;EP300,121.5,0.7341465262849269,1.0
183,TRRAP;BRD4,133.0,0.9864223249201279,1.0
184,TRRAP;KAT6A,115.0,0.5744124552539948,1.0
185,TRRAP;NCOR1,132.0,1.0,1.0
186,TRRAP;TP53,109.5,0.4595604473968554,1.0
187,TRRAP;ATM,134.0,0.9593640069101859,1.0
188,TRRAP;JAZF1,121.0,0.7254912520327643,1.0
189,TRRAP;KAT6B,116.5,0.6039333088645411,1.0
190,TRRAP;KMT2D,144.5,0.678650989340208,1.0
191,TRRAP;MAX,124.0,0.8005076485546252,1.0
192,TRRAP;MED12,131.0,0.9865490143849444,1.0
193,TRRAP;TFPT,116.0,0.6050364656675269,1.0
194,TRRAP;MYC,128.0,0.9063293765562704,1.0
195,TRRAP;CHD4,108.5,0.4367080575956319,1.0
196,TRRAP;CTNNB1,103.5,0.3479212507116325,1.0
197,TRRAP;MTOR,120.5,0.7131208731327201,1.0
198,TRRAP;NCOR2,105.0,0.3724454915482752,1.0
199,CHIC2;FIP1L1,118.5,0.6618521738703818,1.0
200,CHIC2;ETV6,134.5,0.9472487275392792,1.0
201,ZRSR2;DNMT3A,104.5,0.36629615509829094,1.0
202,ZRSR2;TP53,94.5,0.21831777511463157,1.0
203,ZRSR2;NPM1,95.0,0.22305072034198525,1.0
204,ZRSR2;RUNX1,92.0,0.1882499952557779,1.0
205,ZRSR2;SH2B3,93.5,0.1982746903468967,1.0
206,ZRSR2;SF3B1,85.0,0.12368447792499251,1.0
207,ZRSR2;NRAS,100.5,0.29880079615718746,1.0
208,ZRSR2;TET2,81.0,0.09119155423919646,1.0
209,ZRSR2;IDH2,110.0,0.4709935588494092,1.0
210,ZRSR2;IDH1,107.5,0.42296702724955804,1.0
211,ZRSR2;PTPN11,99.0,0.2769825553638626,1.0
212,ZRSR2;JAK2,88.0,0.14671814621577242,1.0
213,ZRSR2;SRSF2,91.5,0.18392868320701838,1.0
214,ZRSR2;PRPF40B,106.0,0.39787012641342223,1.0
215,ZRSR2;ASXL1,87.0,0.13452479790179261,1.0
216,ZRSR2;EZH2,97.0,0.24957530047326437,1.0
217,ZRSR2;SETBP1,104.5,0.3642785238263955,1.0
218,ZRSR2;ETV6,77.5,0.06699442407787748,1.0
219,ZRSR2;SMC1A,86.5,0.13320041293871615,1.0
220,ZRSR2;PHF6,90.5,0.15021252484878944,1.0
221,ZRSR2;BCORL1,107.5,0.4202437108476904,1.0
222,STRN;ATIC,142.5,0.7309063493955755,1.0
223,STRN;TFG,120.0,0.6948840329310412,1.0
224,STRN;PPFIBP1,114.5,0.5492080982507506,1.0
225,STRN;TPM4,132.0,1.0,1.0
226,STRN;KIF5B,117.0,0.6224879031860813,1.0
227,STRN;SRC,148.0,0.6051011433611448,1.0
228,STRN;PPP2R1A,156.5,0.425837758288506,1.0
229,STRN;DCTN1,149.5,0.5623788846844779,1.0
230,STRN;WDCP,138.0,0.846547171746608,1.0
231,STRN;EML4,153.0,0.4872453732788059,1.0
232,STRN;TPM3,119.5,0.6722970000290007,1.0
233,SMAD2;MAPK1,121.0,0.6992888537141235,1.0
234,SMAD2;DDX5,130.5,0.9714270702588893,1.0
235,SMAD2;COL1A1,112.5,0.4976167106192957,1.0
236,SMAD2;CCND1,119.5,0.6194544470337144,1.0
237,SMAD2;ACVR2A,129.5,0.944354362080135,1.0
238,SMAD2;MDM2,108.0,0.3777768698753391,1.0
239,SMAD2;AXIN1,97.5,0.21701120311162503,1.0
240,SMAD2;FOXO4,107.5,0.353844141160066,1.0
241,SMAD2;TRIM33,110.0,0.4626350078755117,1.0
242,SMAD2;SMAD3,126.5,0.8413176565446906,1.0
243,SMAD2;ZEB1,93.0,0.1553127730901556,1.0
244,SMAD2;ACVR1B,131.0,0.9862874253492814,1.0
245,SMAD2;ACVR1,103.5,0.33046644728104835,1.0
246,SMAD2;SRC,131.5,1.0,1.0
247,SMAD2;RUNX1,127.0,0.8732909482694295,1.0
248,SMAD2;SKI,141.5,0.7614939763028223,1.0
249,SMAD2;STAT3,119.0,0.6515777258089812,1.0
250,SMAD2;JUN,132.0,1.0,1.0
251,SMAD2;KDR,94.5,0.21090868858775447,1.0
252,SMAD2;SMAD4,118.0,0.6028479095130368,1.0
253,SMAD2;EP300,110.0,0.4251106490990505,1.0
254,SMAD2;TP53,117.0,0.5930268081872629,1.0
255,SMAD2;LEF1,94.0,0.18402604141662082,1.0
256,SMAD2;SMARCA4,121.0,0.6963965456206853,1.0
257,SMAD2;NUP214,121.5,0.7298661448368606,1.0
258,SMAD2;FOXP1,119.5,0.6801252416726227,1.0
259,SMAD2;COL3A1,117.0,0.6245535515826619,1.0
260,SMAD2;CASP3,131.0,0.9854660694456157,1.0
261,SMAD2;ARID1B,115.5,0.5665795404789573,1.0
262,SMAD2;MYC,110.5,0.43549948738182986,1.0
263,SMAD2;BMPR1A,101.0,0.26225522659193923,1.0
264,SMAD2;NCOR1,122.5,0.7365708061765874,1.0
265,SMAD2;CREBBP,102.5,0.2815035762423812,1.0
266,SMAD2;CTNNB1,104.0,0.30397787492487394,1.0
267,SMAD2;DICER1,119.0,0.6614631920283949,1.0
268,SMAD2;TGFBR2,105.0,0.28780118842567104,1.0
269,SMAD2;NOTCH1,106.0,0.35327637220832764,1.0
270,SMAD2;PML,121.0,0.7105989507966872,1.0
271,SMAD2;DROSHA,123.5,0.7836230219758672,1.0
272,SMAD2;AKT1,131.5,1.0,1.0
273,SMAD2;MTOR,113.0,0.4961311718980236,1.0
274,SMAD2;RHOA,123.0,0.7637180375659199,1.0
275,SMAD2;PTEN,154.5,0.3738861676843255,1.0
276,SMAD2;TCF12,104.5,0.3504768688460135,1.0
277,SMAD2;EPAS1,138.0,0.8388456651006257,1.0
278,SMAD2;FOXO3,121.5,0.7148809204085165,1.0
279,SMAD2;NCOR2,113.0,0.4979049941208057,1.0
280,SMAD2;WWTR1,115.0,0.5677109185501346,1.0
281,SMAD2;MEN1,131.5,1.0,1.0
282,MED12;CDK4,119.0,0.664418587334942,1.0
283,MED12;CREBBP,123.5,0.7804324605057475,1.0
284,MED12;EP300,125.0,0.8247180651313056,1.0
285,MED12;BRD4,124.0,0.7967651263233186,1.0
286,MED12;CDK6,113.5,0.5359957365370162,1.0
287,MED12;NCOR1,116.5,0.6065370382888341,1.0
288,MED12;TP53,135.0,0.9319428508107488,1.0
289,MED12;KMT2D,127.5,0.8908448107742359,1.0
290,MED12;THRAP3,99.0,0.2744177118848561,1.0
291,MED12;QKI,105.5,0.36768390873435197,1.0
292,MED12;FLNA,98.5,0.26432337583230026,1.0
293,MED12;FBXW7,134.0,0.9587607499379828,1.0
294,MED12;NCOR2,109.0,0.4446184717027669,1.0
295,MED12;NCOA2,118.5,0.659987896904566,1.0
296,MED12;KDM5C,121.5,0.7365244465569745,1.0
297,MED12;CTNNB1,114.5,0.5656122111722456,1.0
298,PBRM1;CCND1,154.5,0.4438887770366554,1.0
299,PBRM1;CDK4,134.0,0.9578968961408408,1.0
300,PBRM1;KMT2C,156.0,0.39993625427895296,1.0
301,PBRM1;BRD4,154.0,0.45771385750662064,1.0
302,PBRM1;PIK3CA,136.5,0.8923741341878889,1.0
303,PBRM1;DNMT3A,164.0,0.23403113903420947,1.0
304,PBRM1;RB1,118.0,0.6462554089134447,1.0
305,PBRM1;TP53,141.5,0.7574113942733526,1.0
306,PBRM1;BRD3,151.5,0.5211036506753031,1.0
307,PBRM1;EZH2,132.0,1.0,1.0
308,PBRM1;ARID1A,146.0,0.6153872628470367,1.0
309,PBRM1;SMARCE1,127.5,0.8841753990727348,1.0
310,PBRM1;ARID2,150.0,0.5130191159511935,1.0
311,PBRM1;SMARCB1,140.0,0.779114197929539,1.0
312,PBRM1;SMAD4,134.0,0.9597578794154864,1.0
313,PBRM1;SMARCA4,141.0,0.7627427861159811,1.0
314,PBRM1;PTEN,144.5,0.6815510917922394,1.0
315,PBRM1;ATRX,124.0,0.7883675455925739,1.0
316,PBRM1;KDM5C,157.5,0.39171890818293265,1.0
317,PBRM1;KDM6A,162.0,0.30283125860577076,1.0
318,PBRM1;SMARCD1,138.0,0.8247106069950374,1.0
319,PBRM1;SS18,129.0,0.9281127286943798,1.0
320,PBRM1;BAP1,133.0,0.9861490953133092,1.0
321,PBRM1;SETD2,168.0,0.2064118070919183,1.0
322,PBRM1;CHD4,147.5,0.6040899438787184,1.0
323,PBRM1;ARID1B,156.0,0.376366235921898,1.0
324,PBRM1;BCL7A,96.5,0.20179388560412803,1.0
325,PBRM1;NSD1,143.5,0.7073027915928012,1.0
326,PBRM1;BRAF,152.0,0.5035420310002934,1.0
327,SET;TP53,122.0,0.7208951480185273,1.0
328,SET;NPM1,95.5,0.18161819601509555,1.0
329,SET;NUP214,116.5,0.5824790565603479,1.0
330,SET;DEK,92.0,0.12955062927431585,1.0
331,SET;SETBP1,122.5,0.7482025067468867,1.0
332,SET;CDKN1A,117.5,0.5986085564846867,1.0
333,SET;KMT2A,104.0,0.31568693347105037,1.0
334,SET;XPO1,90.5,0.12849775151030796,1.0
335,SET;SRSF3,102.5,0.31996393599127704,1.0
336,MSI2;NUP98,105.0,0.37364092594415754,1.0
337,TFG;ATIC,159.5,0.347090007235906,1.0
338,TFG;RANBP2,129.0,0.93386086957438,1.0
339,TFG;NPM1,158.0,0.3960040197586945,1.0
340,TFG;TPM3,143.0,0.7121284207960773,1.0
341,TFG;BIRC6,155.5,0.4441377690184245,1.0
342,TFG;EML4,163.0,0.3035155618445565,1.0
343,TFG;PRKAR1A,151.0,0.5368016502810011,1.0
344,TFG;TPM4,135.5,0.915655027748827,1.0
345,TFG;MSN,155.0,0.45341988945028444,1.0
346,TFG;PPFIBP1,141.5,0.7581100717203402,1.0
347,TFG;TPR,163.0,0.30860102412386625,1.0
348,TFG;CLTC,153.0,0.49595615470185994,1.0
349,TFG;KIF5B,113.5,0.5392587998462632,1.0
350,SIRPA;CSF1R,119.5,0.6874052872123783,1.0
351,SIRPA;CALR,104.0,0.3635139446111616,1.0
352,SIRPA;SRC,115.0,0.5812217033076154,1.0
353,SIRPA;JAK2,112.0,0.515112598876972,1.0
354,SIRPA;PTPN6,120.0,0.7009014592746298,1.0
355,SIRPA;PTPRC,94.5,0.22028047889583524,1.0
356,SIRPA;PTPN11,107.5,0.4240458938141062,1.0
357,NBN;MLH1,120.0,0.6845460040173421,1.0
358,NBN;MSH2,130.0,0.9573517774136785,1.0
359,NBN;MSH6,86.5,0.13335688290382758,1.0
360,NBN;MDM2,107.5,0.42026480349392437,1.0
361,NBN;BRIP1,119.0,0.6557896226150657,1.0
362,NBN;BARD1,106.5,0.37140266882246675,1.0
363,NBN;PALB2,113.0,0.5047301621757738,1.0
364,NBN;WRN,123.0,0.7564750193590457,1.0
365,NBN;RAD51B,124.5,0.8032822612642366,1.0
366,NBN;SMC1A,115.0,0.5705611415938563,1.0
367,NBN;ATR,89.5,0.16308832990261646,1.0
368,NBN;CHEK2,118.5,0.6522263617991062,1.0
369,NBN;RAD17,114.5,0.48405350954031534,1.0
370,NBN;ATM,116.0,0.5938753991924821,1.0
371,NBN;ATRX,121.0,0.7236955919068855,1.0
372,NBN;BLM,114.5,0.5294757255368501,1.0
373,NBN;BRCA1,113.0,0.5328798920512081,1.0
374,NBN;FANCD2,111.5,0.47630174725358976,1.0
375,NBN;TP53,105.0,0.3745277915581907,1.0
376,NBN;ERCC4,127.5,0.8896540504158136,1.0
377,NBN;FEN1,111.5,0.4870405873351489,1.0
378,NBN;BRCA2,122.0,0.7454385322553716,1.0
379,B2M;CD74,163.5,0.275297046545389,1.0
380,B2M;MSH6,181.5,0.06425193944503202,1.0
381,B2M;PIK3CA,152.5,0.42819111499362583,1.0
382,B2M;SDHA,185.0,0.07046001246468053,1.0
383,B2M;RANBP2,177.5,0.11485776047197059,1.0
384,B2M;CALR,167.0,0.18895453130441686,1.0
385,B2M;ATR,170.5,0.17885992812275409,1.0
386,B2M;RPL5,154.0,0.45329968579197344,1.0
387,B2M;TMSB4X,132.0,1.0,1.0
388,B2M;TFRC,159.0,0.32961051049462353,1.0
389,B2M;HLA-A,153.0,0.4200041433393358,1.0
390,B2M;PTPRC,170.0,0.1410362942989695,1.0
391,B2M;BTK,166.0,0.2483865062519891,1.0
392,B2M;CIITA,192.0,0.03810246156183719,1.0
393,B2M;NOTCH1,170.0,0.17550856341811205,1.0
394,PICALM;SH3GL1,133.5,0.9726503071843234,1.0
395,PICALM;MLLT10,111.5,0.49673236719897884,1.0
396,PICALM;EPS15,129.5,0.9447503799937601,1.0
397,PICALM;CLTC,140.5,0.786668865886057,1.0
398,ARHGAP26;RHOA,137.5,0.8687279944310938,1.0
399,SDHAF2;TMEM127,128.0,0.9044325887497959,1.0
400,SDHAF2;SDHA,92.5,0.19636264965550054,1.0
401,SDHAF2;SDHD,125.0,0.8213950814875455,1.0
402,SDHAF2;MAX,118.5,0.667459046594772,1.0
403,SDHAF2;SDHB,140.5,0.7851866085106155,1.0
404,SDHAF2;SDHC,120.0,0.6988484074912189,1.0
405,SDHAF2;NF1,127.5,0.89456608359891,1.0
406,SDHAF2;FH,115.5,0.5965507624521793,1.0
407,DAXX;MDM2,131.0,0.9865961496041485,1.0
408,DAXX;AXIN1,128.0,0.9071703990940342,1.0
409,DAXX;CREBBP,130.0,0.9597907963449286,1.0
410,DAXX;BRD4,137.0,0.8800824172753661,1.0
411,DAXX;CUL3,130.5,0.9730562168390257,1.0
412,DAXX;MDM4,129.5,0.9465096911158537,1.0
413,DAXX;MYC,132.5,1.0,1.0
414,DAXX;SUZ12,135.5,0.9184284623919611,1.0
415,DAXX;PAX3,111.0,0.4957647742860444,1.0
416,DAXX;ATM,140.5,0.7877157836656428,1.0
417,DAXX;ATRX,140.5,0.7882991163629378,1.0
418,DAXX;JUN,112.0,0.5143950545669891,1.0
419,DAXX;SMAD4,116.5,0.6158917869284315,1.0
420,DAXX;EZH2,143.0,0.7194661594403728,1.0
421,DAXX;TP53,132.0,1.0,1.0
422,DAXX;CASP8,123.5,0.7878573545413057,1.0
423,DAXX;DEK,136.5,0.8937604818543443,1.0
424,DAXX;MEN1,136.5,0.8931825568196895,1.0
425,DAXX;FADD,117.5,0.6389055067182238,1.0
426,DAXX;SPOP,133.5,0.9726036315246372,1.0
427,DAXX;PTEN,116.5,0.615541758883496,1.0
428,DAXX;POT1,129.5,0.9469114631218121,1.0
429,DAXX;FAS,125.5,0.8413487977323325,1.0
430,DAXX;PML,150.0,0.5568720068807658,1.0
431,DAXX;SETDB1,139.0,0.8269623873267665,1.0
432,DAXX;TGFBR2,112.0,0.5177848494282404,1.0
433,DAXX;CTNNB1,124.5,0.813628805051953,1.0
434,SDHD;TMEM127,123.0,0.7515549188847023,1.0
435,SDHD;SDHA,72.5,0.05007705223613298,1.0
436,SDHD;IDH2,108.0,0.42444952963068916,1.0
437,SDHD;MEN1,106.5,0.40390284077659744,1.0
438,SDHD;NF1,127.0,0.8785908274587361,1.0
439,SDHD;FH,89.5,0.15596780033944782,1.0
440,SDHD;SDHC,143.0,0.6658323678207578,1.0
441,SDHD;PTEN,92.5,0.19058287312196287,1.0
442,SDHD;SDHB,108.5,0.09375266771968255,1.0
443,SDHD;IDH1,125.5,0.8396242474088884,1.0
444,PCM1;HOOK3,87.0,0.10858990752930768,1.0
445,PCM1;USP9X,105.0,0.3744414281033557,1.0
446,PCM1;DCTN1,76.5,0.06418910130579181,1.0
447,PCM1;NIN,109.0,0.4356744544134379,1.0
448,MAP3K1;MAPK1,136.5,0.8950169727455102,1.0
449,MAP3K1;AXIN1,155.0,0.4418912372178221,1.0
450,MAP3K1;MAP2K2,126.0,0.8557382260912523,1.0
451,MAP3K1;PIK3CA,120.5,0.7170098008668502,1.0
452,MAP3K1;YWHAE,146.0,0.6357988937129548,1.0
453,MAP3K1;TP53,135.5,0.9212213176530786,1.0
454,MAP3K1;MAP2K1,126.5,0.8680710313193674,1.0
455,MAP3K1;CASP3,132.5,1.0,1.0
456,MAP3K1;HSP90AA1,129.5,0.9473896710483162,1.0
457,MAP3K1;RAC1,157.5,0.40526894219257903,1.0
458,MAP3K1;NRAS,136.0,0.9079650398094525,1.0
459,MAP3K1;NFKB2,154.5,0.44541518421413706,1.0
460,MAP3K1;JUN,122.0,0.7539545064562291,1.0
461,MAP3K1;HSP90AB1,130.0,0.9605349116957216,1.0
462,MAP3K1;PTEN,130.0,0.9605469947061158,1.0
463,MAP3K1;BRCA2,130.5,0.9737196188076348,1.0
464,MAP3K1;BRCA1,122.5,0.7664381389850066,1.0
465,MAP3K1;IKBKB,131.5,1.0,1.0
466,MAP3K1;RAF1,126.0,0.8555307430379788,1.0
467,MAP3K1;MYC,137.0,0.8821997801501537,1.0
468,MAP3K1;HRAS,115.0,0.5827266876555277,1.0
469,MAP3K1;MAP2K4,183.5,0.08863303559704767,1.0
470,MAP3K1;BRAF,128.5,0.920983296205948,1.0
471,MAP3K1;RHOA,123.0,0.7785843164165938,1.0
472,ETV6;PDGFRB,125.0,0.8303923053575204,1.0
