,Patient,Gene1,Gene2,Edge,Curvature,Response
2420,HS895T_FIBROBLAST,SRC,HRAS,SRC;HRAS,0.0,0
2421,HS895T_FIBROBLAST,SRC,PIK3CB,SRC;PIK3CB,0.0,0
2422,HS895T_FIBROBLAST,SRC,AKT1,SRC;AKT1,0.0,0
2423,HS895T_FIBROBLAST,SRC,PIK3R1,SRC;PIK3R1,0.0,0
2424,HS895T_FIBROBLAST,ERBB2,PIK3R2,ERBB2;PIK3R2,0.49927501675647157,0
2425,HS895T_FIBROBLAST,ERBB2,KRAS,ERBB2;KRAS,-0.39174979906155616,0
2426,HS895T_FIBROBLAST,ERBB2,PIK3R3,ERBB2;PIK3R3,0.4884852434666098,0
2427,HS895T_FIBROBLAST,ERBB2,PIK3CA,ERBB2;PIK3CA,0.4569119446683787,0
2428,HS895T_FIBROBLAST,ERBB2,ERBB3,ERBB2;ERBB3,0.5252803743991807,0
2429,HS895T_FIBROBLAST,ERBB2,EGFR,ERBB2;EGFR,0.5020401984882421,0
2430,HS895T_FIBROBLAST,ERBB2,PIK3R1,ERBB2;PIK3R1,0.4730512825091129,0
2431,HS895T_FIBROBLAST,ERBB2,SHC3,ERBB2;SHC3,0.4530955621819167,0
2432,HS895T_FIBROBLAST,ERBB2,PIK3CB,ERBB2;PIK3CB,0.47340003246778084,0
2433,HS895T_FIBROBLAST,EGFR,PIK3R2,EGFR;PIK3R2,0.4583865592160128,0
2434,HS895T_FIBROBLAST,EGFR,KRAS,EGFR;KRAS,-0.369056705883682,0
2435,HS895T_FIBROBLAST,EGFR,PIK3R3,EGFR;PIK3R3,0.45551896155082594,0
2436,HS895T_FIBROBLAST,EGFR,PIK3CA,EGFR;PIK3CA,0.43473329557296814,0
2437,HS895T_FIBROBLAST,EGFR,ERBB3,EGFR;ERBB3,0.42788211985902846,0
2438,HS895T_FIBROBLAST,EGFR,NRAS,EGFR;NRAS,-0.8779939084507855,0
2439,HS895T_FIBROBLAST,EGFR,PIK3R1,EGFR;PIK3R1,0.4525046981929627,0
2440,HS895T_FIBROBLAST,EGFR,SHC3,EGFR;SHC3,0.46635892775611365,0
2441,HS895T_FIBROBLAST,EGFR,SOS1,EGFR;SOS1,0.511086776398721,0
2442,HS895T_FIBROBLAST,EGFR,HRAS,EGFR;HRAS,-0.5707714038705916,0
2443,HS895T_FIBROBLAST,EGFR,PIK3CB,EGFR;PIK3CB,0.4496060442306241,0
2444,HS895T_FIBROBLAST,CALM2,KCNQ4,CALM2;KCNQ4,0.0,0
2445,HS895T_FIBROBLAST,CALM2,CALM3,CALM2;CALM3,0.0,0
2446,HS895T_FIBROBLAST,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,0
2447,HS895T_FIBROBLAST,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,0
2448,HS895T_FIBROBLAST,CALM3,KRAS,CALM3;KRAS,0.3585858753458321,0
2449,HS895T_FIBROBLAST,CALM3,KCNQ4,CALM3;KCNQ4,0.0,0
2450,HS895T_FIBROBLAST,CALM3,HRAS,CALM3;HRAS,0.38531960501118767,0
2451,HS895T_FIBROBLAST,CALM3,KCNQ3,CALM3;KCNQ3,0.0,0
2452,HS895T_FIBROBLAST,CALM3,NRAS,CALM3;NRAS,0.4110069367813768,0
2453,HS895T_FIBROBLAST,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,0
2454,HS895T_FIBROBLAST,NTRK1,NTRK2,NTRK1;NTRK2,0.0,0
2455,HS895T_FIBROBLAST,NTRK1,SHC3,NTRK1;SHC3,0.0,0
2456,HS895T_FIBROBLAST,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,0
2457,HS895T_FIBROBLAST,NTRK2,SHC3,NTRK2;SHC3,0.0,0
2458,HS895T_FIBROBLAST,AKT1,PIK3R2,AKT1;PIK3R2,0.0,0
2459,HS895T_FIBROBLAST,AKT1,PIK3R3,AKT1;PIK3R3,0.0,0
2460,HS895T_FIBROBLAST,AKT1,PIK3CA,AKT1;PIK3CA,0.0,0
2461,HS895T_FIBROBLAST,AKT1,PDPK1,AKT1;PDPK1,0.0,0
2462,HS895T_FIBROBLAST,AKT1,PIK3CD,AKT1;PIK3CD,0.0,0
2463,HS895T_FIBROBLAST,AKT1,AKT2,AKT1;AKT2,0.0,0
2464,HS895T_FIBROBLAST,AKT1,PIK3CG,AKT1;PIK3CG,0.0,0
2465,HS895T_FIBROBLAST,AKT1,PIK3R1,AKT1;PIK3R1,0.0,0
2466,HS895T_FIBROBLAST,AKT1,AKT3,AKT1;AKT3,0.0,0
2467,HS895T_FIBROBLAST,AKT1,PIK3CB,AKT1;PIK3CB,0.0,0
2468,HS895T_FIBROBLAST,NRAS,PIK3CA,NRAS;PIK3CA,0.0,0
2469,HS895T_FIBROBLAST,NRAS,PIK3R1,NRAS;PIK3R1,0.0,0
2470,HS895T_FIBROBLAST,NRAS,SOS1,NRAS;SOS1,-0.29094476810170433,0
2471,HS895T_FIBROBLAST,NRAS,PIK3CG,NRAS;PIK3CG,0.0,0
2472,HS895T_FIBROBLAST,NRAS,PIK3CD,NRAS;PIK3CD,0.0,0
2473,HS895T_FIBROBLAST,KRAS,PIK3R3,KRAS;PIK3R3,0.0,0
2474,HS895T_FIBROBLAST,KRAS,PIK3CG,KRAS;PIK3CG,0.0,0
2475,HS895T_FIBROBLAST,KRAS,PIK3CD,KRAS;PIK3CD,0.0,0
2476,HS895T_FIBROBLAST,KRAS,HRAS,KRAS;HRAS,0.0,0
2477,HS895T_FIBROBLAST,KRAS,PIK3R1,KRAS;PIK3R1,0.0,0
2478,HS895T_FIBROBLAST,KRAS,SOS1,KRAS;SOS1,-0.039727416698830176,0
2479,HS895T_FIBROBLAST,KRAS,PIK3CA,KRAS;PIK3CA,0.0,0
2480,HS895T_FIBROBLAST,KRAS,PIK3CB,KRAS;PIK3CB,0.0,0
2481,HS895T_FIBROBLAST,HRAS,PIK3CA,HRAS;PIK3CA,0.0,0
2482,HS895T_FIBROBLAST,HRAS,PIK3CD,HRAS;PIK3CD,0.0,0
2483,HS895T_FIBROBLAST,HRAS,SOS1,HRAS;SOS1,-0.11444424097179895,0
2484,HS895T_FIBROBLAST,HRAS,PIK3CB,HRAS;PIK3CB,0.0,0
2485,HS895T_FIBROBLAST,HRAS,PIK3CG,HRAS;PIK3CG,0.0,0
2486,HS895T_FIBROBLAST,HRAS,PIK3R1,HRAS;PIK3R1,0.0,0
2487,HS895T_FIBROBLAST,SOS1,RRAS,SOS1;RRAS,0.5942626964057071,0
2488,HS895T_FIBROBLAST,SOS1,SHC3,SOS1;SHC3,0.4460906622940437,0
2489,HS895T_FIBROBLAST,RRAS,PIK3CA,RRAS;PIK3CA,0.0,0
2490,HS895T_FIBROBLAST,RRAS,PIK3CG,RRAS;PIK3CG,0.0,0
2491,HS895T_FIBROBLAST,RRAS,PIK3CD,RRAS;PIK3CD,0.0,0
2492,HS895T_FIBROBLAST,AKT3,PIK3R2,AKT3;PIK3R2,0.0,0
2493,HS895T_FIBROBLAST,AKT3,PIK3R3,AKT3;PIK3R3,0.0,0
2494,HS895T_FIBROBLAST,AKT3,PIK3CA,AKT3;PIK3CA,0.0,0
2495,HS895T_FIBROBLAST,AKT3,PIK3CD,AKT3;PIK3CD,0.0,0
2496,HS895T_FIBROBLAST,AKT3,AKT2,AKT3;AKT2,0.0,0
2497,HS895T_FIBROBLAST,AKT3,PIK3CG,AKT3;PIK3CG,0.0,0
2498,HS895T_FIBROBLAST,AKT3,PIK3R1,AKT3;PIK3R1,0.0,0
2499,HS895T_FIBROBLAST,AKT3,PIK3CB,AKT3;PIK3CB,0.0,0
2500,HS895T_FIBROBLAST,AKT2,PIK3R2,AKT2;PIK3R2,0.0,0
2501,HS895T_FIBROBLAST,AKT2,PIK3R3,AKT2;PIK3R3,0.0,0
2502,HS895T_FIBROBLAST,AKT2,PIK3CA,AKT2;PIK3CA,0.0,0
2503,HS895T_FIBROBLAST,AKT2,PDPK1,AKT2;PDPK1,0.0,0
2504,HS895T_FIBROBLAST,AKT2,PIK3CD,AKT2;PIK3CD,0.0,0
2505,HS895T_FIBROBLAST,AKT2,PIK3R1,AKT2;PIK3R1,0.0,0
2506,HS895T_FIBROBLAST,AKT2,PIK3CB,AKT2;PIK3CB,0.0,0
2507,HS895T_FIBROBLAST,AKT2,PIK3CG,AKT2;PIK3CG,0.0,0
2508,HS895T_FIBROBLAST,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,0
2509,HS895T_FIBROBLAST,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,0
2510,HS895T_FIBROBLAST,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,0
2511,HS895T_FIBROBLAST,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,0
2512,HS895T_FIBROBLAST,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,0
2513,HS895T_FIBROBLAST,PIK3R2,PIK3CA,PIK3R2;PIK3CA,0.0,0
2514,HS895T_FIBROBLAST,PIK3R2,PIK3CG,PIK3R2;PIK3CG,0.0,0
2515,HS895T_FIBROBLAST,PIK3R2,ERBB3,PIK3R2;ERBB3,0.36887533806262385,0
2516,HS895T_FIBROBLAST,PIK3R3,PIK3R5,PIK3R3;PIK3R5,0.0,0
2517,HS895T_FIBROBLAST,PIK3R3,PIK3CA,PIK3R3;PIK3CA,0.0,0
2518,HS895T_FIBROBLAST,PIK3R3,PIK3CG,PIK3R3;PIK3CG,0.0,0
2519,HS895T_FIBROBLAST,PIK3R3,PIK3CD,PIK3R3;PIK3CD,0.0,0
2520,HS895T_FIBROBLAST,PIK3R3,ERBB3,PIK3R3;ERBB3,0.0,0
2521,HS895T_FIBROBLAST,PIK3R3,PIK3CB,PIK3R3;PIK3CB,0.0,0
2522,HS895T_FIBROBLAST,PIK3R3,PIK3R6,PIK3R3;PIK3R6,0.0,0
2523,HS895T_FIBROBLAST,PIK3R3,PIK3R1,PIK3R3;PIK3R1,0.0,0
2524,HS895T_FIBROBLAST,PIK3R1,PIK3CA,PIK3R1;PIK3CA,0.0,0
2525,HS895T_FIBROBLAST,PIK3R1,ERBB3,PIK3R1;ERBB3,0.2709498514592098,0
2526,HS895T_FIBROBLAST,PIK3R1,PDPK1,PIK3R1;PDPK1,0.0,0
2527,HS895T_FIBROBLAST,PIK3R1,PIK3CD,PIK3R1;PIK3CD,0.0,0
2528,HS895T_FIBROBLAST,PIK3R1,PIK3R5,PIK3R1;PIK3R5,0.0,0
2529,HS895T_FIBROBLAST,PIK3R1,PIK3CG,PIK3R1;PIK3CG,0.0,0
2530,HS895T_FIBROBLAST,PIK3R1,PIK3CB,PIK3R1;PIK3CB,0.0,0
2531,HS895T_FIBROBLAST,PIK3R5,PIK3CA,PIK3R5;PIK3CA,0.0,0
2532,HS895T_FIBROBLAST,PIK3R5,PIK3CD,PIK3R5;PIK3CD,0.0,0
2533,HS895T_FIBROBLAST,PIK3R5,PIK3R6,PIK3R5;PIK3R6,0.0,0
2534,HS895T_FIBROBLAST,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,0
2535,HS895T_FIBROBLAST,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,0
2536,HS895T_FIBROBLAST,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,0
2537,HS895T_FIBROBLAST,PIK3CB,ERBB3,PIK3CB;ERBB3,0.2740550287807678,0
2538,HS895T_FIBROBLAST,PIK3CB,PDPK1,PIK3CB;PDPK1,0.0,0
2539,HS895T_FIBROBLAST,PIK3CB,PIK3CD,PIK3CB;PIK3CD,0.0,0
2540,HS895T_FIBROBLAST,PIK3CB,PIK3CG,PIK3CB;PIK3CG,0.0,0
2541,HS895T_FIBROBLAST,PIK3CD,RRAS2,PIK3CD;RRAS2,0.0,0
2542,HS895T_FIBROBLAST,PIK3CD,PIK3CA,PIK3CD;PIK3CA,0.0,0
2543,HS895T_FIBROBLAST,PIK3CD,ERBB3,PIK3CD;ERBB3,0.034030214371502776,0
2544,HS895T_FIBROBLAST,PIK3CD,PIK3CG,PIK3CD;PIK3CG,0.0,0
2545,HS895T_FIBROBLAST,PIK3CA,RRAS2,PIK3CA;RRAS2,0.0,0
2546,HS895T_FIBROBLAST,PIK3CA,PDPK1,PIK3CA;PDPK1,0.0,0
2547,HS895T_FIBROBLAST,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,0
2548,HS895T_FIBROBLAST,PIK3CA,ERBB3,PIK3CA;ERBB3,0.22512890728298995,0
2549,HS895T_FIBROBLAST,PIK3CG,RRAS2,PIK3CG;RRAS2,0.0,0
2550,HS895T_FIBROBLAST,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.0,0
2551,HS895T_FIBROBLAST,PIK3CG,PDPK1,PIK3CG;PDPK1,0.0,0
2552,HS895T_FIBROBLAST,PIK3CG,IMMT,PIK3CG;IMMT,0.0,0
2553,HS895T_FIBROBLAST,PIK3CG,PIK3R6,PIK3CG;PIK3R6,0.0,0
2554,HS895T_FIBROBLAST,ERBB3,SHC3,ERBB3;SHC3,0.02859143172601153,0
2555,HS895T_FIBROBLAST,MLX,MLXIPL,MLX;MLXIPL,0.0,0
2556,HS895T_FIBROBLAST,MLX,MLXIP,MLX;MLXIP,0.0,0
2557,HS895T_FIBROBLAST,MLXIPL,MLXIP,MLXIPL;MLXIP,0.0,0
2558,HS895T_FIBROBLAST,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,0
2559,HS895T_FIBROBLAST,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,0
2560,HS895T_FIBROBLAST,MASP2,FCN2,MASP2;FCN2,0.0,0
2561,HS895T_FIBROBLAST,MASP2,COLEC10,MASP2;COLEC10,0.0,0
2562,HS895T_FIBROBLAST,MASP2,COLEC11,MASP2;COLEC11,0.0,0
2563,HS895T_FIBROBLAST,FCN2,COLEC10,FCN2;COLEC10,0.0,0
2564,HS895T_FIBROBLAST,COLEC10,COLEC11,COLEC10;COLEC11,0.0,0
2565,HS934T_FIBROBLAST,LYN,SRC,LYN;SRC,0.0,1
2566,HS934T_FIBROBLAST,LYN,PIK3CD,LYN;PIK3CD,0.0,1
2567,HS934T_FIBROBLAST,LYN,PIK3CG,LYN;PIK3CG,0.0,1
2568,HS934T_FIBROBLAST,LYN,PIK3R1,LYN;PIK3R1,0.0,1
2569,HS934T_FIBROBLAST,LYN,PIK3CB,LYN;PIK3CB,0.0,1
2570,HS934T_FIBROBLAST,GRB2,ERBB3,GRB2;ERBB3,0.32207297495638454,1
2571,HS934T_FIBROBLAST,GRB2,ERBB2,GRB2;ERBB2,0.485263493097956,1
2572,HS934T_FIBROBLAST,GRB2,EGFR,GRB2;EGFR,0.5090137559982219,1
2573,HS934T_FIBROBLAST,GRB2,NTRK2,GRB2;NTRK2,0.0,1
2574,HS934T_FIBROBLAST,GRB2,SRC,GRB2;SRC,0.0,1
2575,HS934T_FIBROBLAST,GRB2,SHC3,GRB2;SHC3,0.0,1
2576,HS934T_FIBROBLAST,GRB2,PIK3R1,GRB2;PIK3R1,0.0,1
2577,HS934T_FIBROBLAST,GRB2,NTRK1,GRB2;NTRK1,0.0,1
2578,HS934T_FIBROBLAST,GRB2,SOS1,GRB2;SOS1,0.39602119522491086,1
2579,HS934T_FIBROBLAST,SRC,PIK3R2,SRC;PIK3R2,0.0,1
2580,HS934T_FIBROBLAST,SRC,KRAS,SRC;KRAS,0.0,1
2581,HS934T_FIBROBLAST,SRC,PIK3R3,SRC;PIK3R3,0.0,1
2582,HS934T_FIBROBLAST,SRC,PIK3CA,SRC;PIK3CA,0.0,1
2583,HS934T_FIBROBLAST,SRC,ERBB3,SRC;ERBB3,0.0,1
2584,HS934T_FIBROBLAST,SRC,ERBB2,SRC;ERBB2,0.4770291386648007,1
2585,HS934T_FIBROBLAST,SRC,EGFR,SRC;EGFR,0.5268601513520548,1
2586,HS934T_FIBROBLAST,SRC,NRAS,SRC;NRAS,0.0,1
2587,HS934T_FIBROBLAST,SRC,PIK3CD,SRC;PIK3CD,0.0,1
2588,HS934T_FIBROBLAST,SRC,SOS1,SRC;SOS1,0.43651906649245276,1
2589,HS934T_FIBROBLAST,SRC,SHC3,SRC;SHC3,0.0,1
2590,HS934T_FIBROBLAST,SRC,PIK3CG,SRC;PIK3CG,0.0,1
2591,HS934T_FIBROBLAST,SRC,HRAS,SRC;HRAS,0.0,1
2592,HS934T_FIBROBLAST,SRC,PIK3CB,SRC;PIK3CB,0.0,1
2593,HS934T_FIBROBLAST,SRC,AKT1,SRC;AKT1,0.0,1
2594,HS934T_FIBROBLAST,SRC,PIK3R1,SRC;PIK3R1,0.0,1
2595,HS934T_FIBROBLAST,ERBB2,PIK3R2,ERBB2;PIK3R2,0.4931475225304691,1
2596,HS934T_FIBROBLAST,ERBB2,KRAS,ERBB2;KRAS,-1.4778555888416611,1
2597,HS934T_FIBROBLAST,ERBB2,PIK3R3,ERBB2;PIK3R3,0.4795687203271226,1
2598,HS934T_FIBROBLAST,ERBB2,PIK3CA,ERBB2;PIK3CA,0.4440429372993191,1
2599,HS934T_FIBROBLAST,ERBB2,ERBB3,ERBB2;ERBB3,0.5413406888097101,1
2600,HS934T_FIBROBLAST,ERBB2,EGFR,ERBB2;EGFR,0.5432524734875914,1
2601,HS934T_FIBROBLAST,ERBB2,PIK3R1,ERBB2;PIK3R1,0.46860223097706233,1
2602,HS934T_FIBROBLAST,ERBB2,SHC3,ERBB2;SHC3,0.4187380962975378,1
2603,HS934T_FIBROBLAST,ERBB2,PIK3CB,ERBB2;PIK3CB,0.46290511266372225,1
2604,HS934T_FIBROBLAST,EGFR,PIK3R2,EGFR;PIK3R2,0.5081884928693792,1
2605,HS934T_FIBROBLAST,EGFR,KRAS,EGFR;KRAS,-1.2171800041516496,1
2606,HS934T_FIBROBLAST,EGFR,PIK3R3,EGFR;PIK3R3,0.5009256187468172,1
2607,HS934T_FIBROBLAST,EGFR,PIK3CA,EGFR;PIK3CA,0.4692178242540015,1
2608,HS934T_FIBROBLAST,EGFR,ERBB3,EGFR;ERBB3,0.5173999149172044,1
2609,HS934T_FIBROBLAST,EGFR,NRAS,EGFR;NRAS,-2.179821563672008,1
2610,HS934T_FIBROBLAST,EGFR,PIK3R1,EGFR;PIK3R1,0.4911377080807179,1
2611,HS934T_FIBROBLAST,EGFR,SHC3,EGFR;SHC3,0.45697968368005637,1
2612,HS934T_FIBROBLAST,EGFR,SOS1,EGFR;SOS1,0.527272306056183,1
2613,HS934T_FIBROBLAST,EGFR,HRAS,EGFR;HRAS,-1.6590911361581027,1
2614,HS934T_FIBROBLAST,EGFR,PIK3CB,EGFR;PIK3CB,0.4860528643057259,1
2615,HS934T_FIBROBLAST,CALM2,KCNQ4,CALM2;KCNQ4,0.0,1
2616,HS934T_FIBROBLAST,CALM2,CALM3,CALM2;CALM3,0.0,1
2617,HS934T_FIBROBLAST,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,1
2618,HS934T_FIBROBLAST,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,1
2619,HS934T_FIBROBLAST,CALM3,KRAS,CALM3;KRAS,0.38117967615260684,1
2620,HS934T_FIBROBLAST,CALM3,KCNQ4,CALM3;KCNQ4,0.0,1
2621,HS934T_FIBROBLAST,CALM3,HRAS,CALM3;HRAS,0.40397173297240274,1
2622,HS934T_FIBROBLAST,CALM3,KCNQ3,CALM3;KCNQ3,0.0,1
2623,HS934T_FIBROBLAST,CALM3,NRAS,CALM3;NRAS,0.4304401575526823,1
2624,HS934T_FIBROBLAST,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,1
2625,HS934T_FIBROBLAST,NTRK1,NTRK2,NTRK1;NTRK2,0.0,1
2626,HS934T_FIBROBLAST,NTRK1,SHC3,NTRK1;SHC3,0.0,1
2627,HS934T_FIBROBLAST,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,1
2628,HS934T_FIBROBLAST,NTRK2,SHC3,NTRK2;SHC3,0.0,1
2629,HS934T_FIBROBLAST,AKT1,PIK3R2,AKT1;PIK3R2,0.0,1
2630,HS934T_FIBROBLAST,AKT1,PIK3R3,AKT1;PIK3R3,0.0,1
2631,HS934T_FIBROBLAST,AKT1,PIK3CA,AKT1;PIK3CA,0.0,1
2632,HS934T_FIBROBLAST,AKT1,PDPK1,AKT1;PDPK1,0.0,1
2633,HS934T_FIBROBLAST,AKT1,PIK3CD,AKT1;PIK3CD,0.0,1
2634,HS934T_FIBROBLAST,AKT1,AKT2,AKT1;AKT2,0.0,1
2635,HS934T_FIBROBLAST,AKT1,PIK3CG,AKT1;PIK3CG,0.0,1
2636,HS934T_FIBROBLAST,AKT1,PIK3R1,AKT1;PIK3R1,0.0,1
2637,HS934T_FIBROBLAST,AKT1,AKT3,AKT1;AKT3,0.0,1
2638,HS934T_FIBROBLAST,AKT1,PIK3CB,AKT1;PIK3CB,0.0,1
2639,HS934T_FIBROBLAST,NRAS,PIK3CA,NRAS;PIK3CA,0.0,1
2640,HS934T_FIBROBLAST,NRAS,PIK3R1,NRAS;PIK3R1,0.0,1
2641,HS934T_FIBROBLAST,NRAS,SOS1,NRAS;SOS1,-3.3405012422159315,1
2642,HS934T_FIBROBLAST,NRAS,PIK3CG,NRAS;PIK3CG,0.0,1
2643,HS934T_FIBROBLAST,NRAS,PIK3CD,NRAS;PIK3CD,0.0,1
2644,HS934T_FIBROBLAST,KRAS,PIK3R3,KRAS;PIK3R3,0.0,1
2645,HS934T_FIBROBLAST,KRAS,PIK3CG,KRAS;PIK3CG,0.0,1
2646,HS934T_FIBROBLAST,KRAS,PIK3CD,KRAS;PIK3CD,0.0,1
2647,HS934T_FIBROBLAST,KRAS,HRAS,KRAS;HRAS,0.0,1
2648,HS934T_FIBROBLAST,KRAS,PIK3R1,KRAS;PIK3R1,0.0,1
2649,HS934T_FIBROBLAST,KRAS,SOS1,KRAS;SOS1,-2.0549284634347917,1
2650,HS934T_FIBROBLAST,KRAS,PIK3CA,KRAS;PIK3CA,0.0,1
2651,HS934T_FIBROBLAST,KRAS,PIK3CB,KRAS;PIK3CB,0.0,1
2652,HS934T_FIBROBLAST,HRAS,PIK3CA,HRAS;PIK3CA,0.0,1
2653,HS934T_FIBROBLAST,HRAS,PIK3CD,HRAS;PIK3CD,0.0,1
2654,HS934T_FIBROBLAST,HRAS,SOS1,HRAS;SOS1,-2.5793073311133536,1
2655,HS934T_FIBROBLAST,HRAS,PIK3CB,HRAS;PIK3CB,0.0,1
2656,HS934T_FIBROBLAST,HRAS,PIK3CG,HRAS;PIK3CG,0.0,1
2657,HS934T_FIBROBLAST,HRAS,PIK3R1,HRAS;PIK3R1,0.0,1
2658,HS934T_FIBROBLAST,SOS1,RRAS,SOS1;RRAS,0.5418266795045894,1
2659,HS934T_FIBROBLAST,SOS1,SHC3,SOS1;SHC3,0.25941607105533293,1
2660,HS934T_FIBROBLAST,RRAS,PIK3CA,RRAS;PIK3CA,0.0,1
2661,HS934T_FIBROBLAST,RRAS,PIK3CG,RRAS;PIK3CG,0.0,1
2662,HS934T_FIBROBLAST,RRAS,PIK3CD,RRAS;PIK3CD,0.0,1
2663,HS934T_FIBROBLAST,AKT3,PIK3R2,AKT3;PIK3R2,0.0,1
2664,HS934T_FIBROBLAST,AKT3,PIK3R3,AKT3;PIK3R3,0.0,1
2665,HS934T_FIBROBLAST,AKT3,PIK3CA,AKT3;PIK3CA,0.0,1
2666,HS934T_FIBROBLAST,AKT3,PIK3CD,AKT3;PIK3CD,0.0,1
2667,HS934T_FIBROBLAST,AKT3,AKT2,AKT3;AKT2,0.0,1
2668,HS934T_FIBROBLAST,AKT3,PIK3CG,AKT3;PIK3CG,0.0,1
2669,HS934T_FIBROBLAST,AKT3,PIK3R1,AKT3;PIK3R1,0.0,1
2670,HS934T_FIBROBLAST,AKT3,PIK3CB,AKT3;PIK3CB,0.0,1
2671,HS934T_FIBROBLAST,AKT2,PIK3R2,AKT2;PIK3R2,0.0,1
2672,HS934T_FIBROBLAST,AKT2,PIK3R3,AKT2;PIK3R3,0.0,1
2673,HS934T_FIBROBLAST,AKT2,PIK3CA,AKT2;PIK3CA,0.0,1
2674,HS934T_FIBROBLAST,AKT2,PDPK1,AKT2;PDPK1,0.0,1
2675,HS934T_FIBROBLAST,AKT2,PIK3CD,AKT2;PIK3CD,0.0,1
2676,HS934T_FIBROBLAST,AKT2,PIK3R1,AKT2;PIK3R1,0.0,1
2677,HS934T_FIBROBLAST,AKT2,PIK3CB,AKT2;PIK3CB,0.0,1
2678,HS934T_FIBROBLAST,AKT2,PIK3CG,AKT2;PIK3CG,0.0,1
2679,HS934T_FIBROBLAST,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,1
2680,HS934T_FIBROBLAST,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,1
2681,HS934T_FIBROBLAST,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,1
2682,HS934T_FIBROBLAST,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,1
2683,HS934T_FIBROBLAST,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,1
2684,HS934T_FIBROBLAST,PIK3R2,PIK3CA,PIK3R2;PIK3CA,0.0,1
2685,HS934T_FIBROBLAST,PIK3R2,PIK3CG,PIK3R2;PIK3CG,0.0,1
2686,HS934T_FIBROBLAST,PIK3R2,ERBB3,PIK3R2;ERBB3,0.0,1
2687,HS934T_FIBROBLAST,PIK3R3,PIK3R5,PIK3R3;PIK3R5,0.0,1
2688,HS934T_FIBROBLAST,PIK3R3,PIK3CA,PIK3R3;PIK3CA,0.0,1
2689,HS934T_FIBROBLAST,PIK3R3,PIK3CG,PIK3R3;PIK3CG,0.0,1
2690,HS934T_FIBROBLAST,PIK3R3,PIK3CD,PIK3R3;PIK3CD,0.0,1
2691,HS934T_FIBROBLAST,PIK3R3,ERBB3,PIK3R3;ERBB3,0.0,1
2692,HS934T_FIBROBLAST,PIK3R3,PIK3CB,PIK3R3;PIK3CB,0.0,1
2693,HS934T_FIBROBLAST,PIK3R3,PIK3R6,PIK3R3;PIK3R6,0.0,1
2694,HS934T_FIBROBLAST,PIK3R3,PIK3R1,PIK3R3;PIK3R1,0.0,1
2695,HS934T_FIBROBLAST,PIK3R1,PIK3CA,PIK3R1;PIK3CA,0.0,1
2696,HS934T_FIBROBLAST,PIK3R1,ERBB3,PIK3R1;ERBB3,0.0,1
2697,HS934T_FIBROBLAST,PIK3R1,PDPK1,PIK3R1;PDPK1,0.0,1
2698,HS934T_FIBROBLAST,PIK3R1,PIK3CD,PIK3R1;PIK3CD,0.0,1
2699,HS934T_FIBROBLAST,PIK3R1,PIK3R5,PIK3R1;PIK3R5,0.0,1
2700,HS934T_FIBROBLAST,PIK3R1,PIK3CG,PIK3R1;PIK3CG,0.0,1
2701,HS934T_FIBROBLAST,PIK3R1,PIK3CB,PIK3R1;PIK3CB,0.0,1
2702,HS934T_FIBROBLAST,PIK3R5,PIK3CA,PIK3R5;PIK3CA,0.0,1
2703,HS934T_FIBROBLAST,PIK3R5,PIK3CD,PIK3R5;PIK3CD,0.0,1
2704,HS934T_FIBROBLAST,PIK3R5,PIK3R6,PIK3R5;PIK3R6,0.0,1
2705,HS934T_FIBROBLAST,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,1
2706,HS934T_FIBROBLAST,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,1
2707,HS934T_FIBROBLAST,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,1
2708,HS934T_FIBROBLAST,PIK3CB,ERBB3,PIK3CB;ERBB3,0.0,1
