iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
7,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.3939393939393939,0.43233082706766923
8,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.4511278195488722
9,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.42857142857142855
10,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5454545454545454,0.5789473684210527
11,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.4022556390977444
12,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5151515151515151,0.5714285714285714
13,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.3939393939393939,0.3909774436090226
14,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.36363636363636365,0.37218045112781956
15,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.6060606060606061,0.5037593984962406
16,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.41729323308270677
17,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5757575757575758,0.5714285714285715
18,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.4398496240601504
19,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.5037593984962405
20,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.4135338345864662
21,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.5150375939849624
22,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.5037593984962405
23,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.5
24,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.5
25,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.36363636363636365,0.42481203007518803
26,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5757575757575758,0.6240601503759399
27,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.3939393939393939,0.31954887218045114
28,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5151515151515151,0.4586466165413534
29,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.4398496240601503
30,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.4285714285714286
31,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5151515151515151,0.47368421052631576
32,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.4736842105263158
33,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.30827067669172936
34,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.4135338345864662
35,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.3609022556390977
36,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.4774436090225564
37,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.44736842105263164
38,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.3421052631578947
39,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5454545454545454,0.5563909774436091
40,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.5300751879699248
41,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.3609022556390977
42,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.4924812030075188
43,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.4398496240601504
44,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.4548872180451128
45,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.46992481203007525
46,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5151515151515151,0.5451127819548873
47,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.46616541353383456
48,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.37218045112781956
49,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.45454545454545453,0.49248120300751885
0,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5781818181818182,0.6018796992481203
1,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5351515151515153,0.5287218045112781
2,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5690909090909091,0.575639097744361
3,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5721212121212121,0.5986466165413534
4,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.563030303030303,0.5742105263157895
5,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.543030303030303,0.5509022556390978
6,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5242424242424242,0.5257894736842106
7,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5,0.5151127819548873
8,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.536969696969697,0.5417293233082707
9,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5363636363636364,0.5186466165413535
10,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5284848484848486,0.5142105263157895
11,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5224242424242425,0.5233834586466165
12,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5484848484848485,0.5431578947368422
13,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.6006060606060605,0.6157894736842104
14,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5436363636363635,0.5737593984962406
15,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5642424242424242,0.5583458646616541
16,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5587878787878787,0.5749624060150377
17,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5781818181818182,0.5939849624060151
18,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.49151515151515146,0.45947368421052637
19,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5775757575757576,0.5820300751879699
20,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5406060606060605,0.5602255639097745
21,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5866666666666666,0.6093233082706767
22,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5242424242424242,0.5342105263157895
23,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5096969696969696,0.5255639097744361
24,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5690909090909091,0.598421052631579
25,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.46181818181818185,0.4310526315789474
26,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.49757575757575756,0.49353383458646616
27,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5551515151515152,0.5519548872180451
28,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.4793939393939394,0.4593984962406015
29,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.535151515151515,0.5196992481203008
30,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.4848484848484849,0.45962406015037593
31,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5345454545454547,0.5396240601503759
32,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5563636363636364,0.5703007518796993
33,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5503030303030303,0.5747368421052631
34,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.49757575757575756,0.490827067669173
35,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5939393939393939,0.6400000000000001
36,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5460606060606061,0.5645112781954887
37,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5933333333333333,0.6394736842105264
38,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5133333333333333,0.5116541353383459
39,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5103030303030303,0.5107518796992481
40,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.6187878787878788,0.620827067669173
41,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5909090909090909,0.6130075187969926
42,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5339393939393939,0.5400751879699248
43,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5812121212121212,0.5996992481203007
44,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5636363636363635,0.5812030075187969
45,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5248484848484849,0.5239849624060151
46,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.4951515151515152,0.4818796992481203
47,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.526060606060606,0.5344360902255638
48,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5715151515151515,0.5995488721804512
49,Pembro,Pembro,random sample,STAD,SKCM,0.05,0.5236363636363636,0.5325563909774437
