drug,source tissue,target tissue,type,feature,pval,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
Atezo,BLCA,KIRC,loose,norm-node,0.1,3,72,0.84,0.9495238095238094,0.5952380952380952,0.5892857142857142,19,9,8,6
Atezo,BLCA,KIRC,loose,norm-node,0.1,4,72,0.88,0.9528920691711389,0.5952380952380952,0.703125,18,14,3,7
Atezo,BLCA,KIRC,loose,norm-node,0.1,5,72,0.88,0.9466817923993194,0.5476190476190477,0.4212962962962963,21,15,4,2
Atezo,BLCA,KIRC,loose,norm-node,0.1,6,72,0.864,0.9402068519715578,0.5952380952380952,0.5925925925925926,20,7,10,5
Atezo,BLCA,KIRC,loose,norm-node,0.1,7,72,0.864,0.9425717852684145,0.6666666666666666,0.6233421750663131,22,7,7,6
Atezo,BLCA,KIRC,loose,norm-node,0.1,8,72,0.824,0.9279250161603102,0.47619047619047616,0.5481481481481482,17,10,12,3
Atezo,BLCA,KIRC,loose,norm-node,0.1,9,72,0.84,0.9292063492063493,0.47619047619047616,0.5127551020408163,12,16,6,8
Atezo,BLCA,KIRC,loose,norm-node,0.1,10,72,0.88,0.9711111111111111,0.6904761904761905,0.7091836734693877,20,8,5,9
Atezo,BLCA,KIRC,loose,norm-node,0.1,11,72,0.88,0.9700544464609802,0.6666666666666666,0.624633431085044,23,8,6,5
Atezo,BLCA,KIRC,loose,norm-node,0.1,12,72,0.84,0.9253685503685504,0.6666666666666666,0.7,22,8,6,6
Atezo,BLCA,KIRC,loose,norm-node,0.1,13,72,0.896,0.970661672908864,0.6428571428571429,0.596816976127321,20,9,6,7
Atezo,BLCA,KIRC,loose,norm-node,0.1,14,72,0.912,0.9780952380952381,0.6190476190476191,0.4872448979591837,21,7,9,5
Atezo,BLCA,KIRC,loose,norm-node,0.1,15,72,0.936,0.9949596774193549,0.6428571428571429,0.5176470588235293,20,5,10,7
Atezo,BLCA,KIRC,loose,norm-node,0.1,16,72,0.84,0.9171428571428571,0.6428571428571429,0.6581632653061225,20,8,7,7
Atezo,BLCA,KIRC,loose,norm-node,0.1,17,72,0.928,0.9827882960413081,0.6428571428571429,0.3755102040816326,26,9,6,1
Atezo,BLCA,KIRC,loose,norm-node,0.1,18,72,0.92,0.972051597051597,0.6190476190476191,0.5666666666666667,20,10,6,6
Atezo,BLCA,KIRC,loose,norm-node,0.1,19,72,0.856,0.936005171299289,0.6190476190476191,0.6320987654320988,20,7,9,6
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,0,72,0.848,0.9486102133160956,0.5952380952380952,0.5728395061728395,19,8,9,6
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,1,72,0.896,0.97167325428195,0.5,0.5360576923076923,15,11,10,6
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,2,72,0.92,0.9793650793650793,0.5714285714285714,0.5076530612244898,20,8,10,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,3,72,0.824,0.9295220810647309,0.5714285714285714,0.5689149560117301,22,9,9,2
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,4,72,0.888,0.964221824686941,0.6666666666666666,0.63125,22,10,4,6
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,5,72,0.848,0.928741800834824,0.6904761904761905,0.6625000000000001,24,8,5,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,6,72,0.912,0.9685294117647059,0.6190476190476191,0.4915824915824916,22,11,5,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,7,72,0.864,0.9394117647058824,0.5714285714285714,0.5151515151515151,20,13,5,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,8,72,0.92,0.9717460317460317,0.7142857142857143,0.6887755102040816,20,8,4,10
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,9,72,0.864,0.9464609800362977,0.6666666666666666,0.6803519061583578,24,7,7,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,10,72,0.88,0.9594676346037507,0.6190476190476191,0.7008797653958945,20,11,5,6
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,11,72,0.88,0.9653968253968254,0.5238095238095238,0.5025510204081634,17,11,9,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,12,72,0.84,0.9263565891472868,0.6190476190476191,0.54375,21,11,5,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,13,72,0.88,0.9543010752688172,0.5238095238095238,0.5294117647058824,16,9,11,6
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,14,72,0.848,0.936641697877653,0.6190476190476191,0.5517241379310345,18,11,5,8
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,15,72,0.872,0.9637023593466425,0.5238095238095238,0.46041055718475077,19,12,8,3
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,16,72,0.792,0.9041769041769042,0.6190476190476191,0.6583333333333333,19,11,5,7
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,17,72,0.944,0.9953886693017128,0.6190476190476191,0.6057692307692308,21,5,11,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,18,72,0.824,0.9288389513108615,0.5952380952380952,0.6100795755968169,17,12,5,8
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.1,19,72,0.856,0.947957839262187,0.5952380952380952,0.6129807692307693,15,11,6,10
Atezo,BLCA,KIRC,loose,norm-node,0.05,0,39,0.824,0.9166127989657401,0.47619047619047616,0.5382716049382716,15,12,10,5
Atezo,BLCA,KIRC,loose,norm-node,0.05,1,39,0.76,0.8694096601073346,0.6190476190476191,0.51875,21,11,5,5
Atezo,BLCA,KIRC,loose,norm-node,0.05,2,39,0.776,0.8697078115682766,0.5238095238095238,0.53125,17,15,5,5
Atezo,BLCA,KIRC,loose,norm-node,0.05,3,39,0.792,0.8418304668304668,0.6904761904761905,0.6888888888888889,20,10,3,9
Atezo,BLCA,KIRC,loose,norm-node,0.05,4,39,0.8,0.8584152334152334,0.5714285714285714,0.425,21,9,9,3
Atezo,BLCA,KIRC,loose,norm-node,0.05,5,39,0.848,0.9269662921348314,0.5952380952380952,0.4854111405835545,19,10,7,6
Atezo,BLCA,KIRC,loose,norm-node,0.05,6,39,0.816,0.8915847665847667,0.7380952380952381,0.6694444444444445,24,6,5,7
Atezo,BLCA,KIRC,loose,norm-node,0.05,7,39,0.776,0.869538077403246,0.5952380952380952,0.5782493368700266,18,11,6,7
Atezo,BLCA,KIRC,loose,norm-node,0.05,8,39,0.744,0.8327283726557775,0.5476190476190477,0.5542521994134897,18,13,6,5
Atezo,BLCA,KIRC,loose,norm-node,0.05,9,39,0.752,0.8398926654740608,0.5952380952380952,0.6,20,12,5,5
Atezo,BLCA,KIRC,loose,norm-node,0.05,10,39,0.832,0.8751646903820817,0.5238095238095238,0.5216346153846154,15,11,9,7
Atezo,BLCA,KIRC,loose,norm-node,0.05,11,39,0.76,0.8341523341523343,0.5714285714285714,0.5416666666666666,18,12,6,6
Atezo,BLCA,KIRC,loose,norm-node,0.05,12,39,0.808,0.8941318814277072,0.5714285714285714,0.5894428152492668,17,14,4,7
Atezo,BLCA,KIRC,loose,norm-node,0.05,13,39,0.704,0.8064125831820932,0.7619047619047619,0.6920821114369502,26,5,5,6
Atezo,BLCA,KIRC,loose,norm-node,0.05,14,39,0.76,0.8641269841269841,0.6190476190476191,0.653061224489796,20,8,8,6
Atezo,BLCA,KIRC,loose,norm-node,0.05,15,39,0.768,0.8236579275905118,0.5,0.4615384615384615,16,13,8,5
Atezo,BLCA,KIRC,loose,norm-node,0.05,16,39,0.792,0.877757901013715,0.6428571428571429,0.68125,21,11,4,6
Atezo,BLCA,KIRC,loose,norm-node,0.05,17,39,0.784,0.8461538461538461,0.5238095238095238,0.528125,19,13,7,3
Atezo,BLCA,KIRC,loose,norm-node,0.05,18,39,0.784,0.8632837750484809,0.6190476190476191,0.6222222222222222,20,7,9,6
Atezo,BLCA,KIRC,loose,norm-node,0.05,19,39,0.824,0.914004914004914,0.5238095238095238,0.5194444444444445,17,13,7,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,0,39,0.784,0.8726591760299625,0.6190476190476191,0.6551724137931034,16,13,3,10
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,1,39,0.792,0.8613595706618962,0.5714285714285714,0.54375,20,12,6,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,2,39,0.808,0.8866707616707616,0.6904761904761905,0.6972222222222222,22,8,5,7
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,3,39,0.792,0.8975436328377504,0.6904761904761905,0.7037037037037037,20,7,6,9
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,4,39,0.808,0.9088888888888889,0.5,0.45918367346938777,17,11,10,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,5,39,0.8,0.87879767291532,0.5476190476190477,0.5728395061728395,15,12,7,8
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,6,39,0.752,0.8748439450686641,0.47619047619047616,0.5172413793103449,15,14,8,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,7,39,0.84,0.9329159212880144,0.40476190476190477,0.45625,15,17,8,2
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,8,39,0.776,0.8581124757595345,0.6904761904761905,0.7234567901234568,16,11,2,13
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,9,39,0.776,0.865,0.5714285714285714,0.4747474747474747,20,13,5,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,10,39,0.76,0.8640429338103757,0.5952380952380952,0.534375,23,9,8,2
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,11,39,0.808,0.8790476190476191,0.5714285714285714,0.5841836734693877,19,9,9,5
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,12,39,0.696,0.840045377197958,0.6190476190476191,0.3935185185185185,25,11,5,1
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,13,39,0.824,0.9057142857142857,0.5,0.4387755102040817,17,11,10,4
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,14,39,0.824,0.9094736842105263,0.6428571428571429,0.6430205949656751,14,9,6,13
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,15,39,0.792,0.8784126984126983,0.6428571428571429,0.6505102040816326,18,10,5,9
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,16,39,0.736,0.8479427549194991,0.5476190476190477,0.47187500000000004,20,12,7,3
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,17,39,0.784,0.9038697788697788,0.5238095238095238,0.5277777777777777,20,10,10,2
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,18,39,0.792,0.8615873015873017,0.6904761904761905,0.6964285714285714,22,6,7,7
Atezo,BLCA,KIRC,loose,norm-node-matched-random,0.05,19,39,0.776,0.8786523553965415,0.6428571428571429,0.553125,24,8,7,3
