drug,source tissue,target tissue,type,feature,pval,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
erlotinib,BRCA,LUAD,strict,edge,0.1,17,24,0.8222222222222222,0.918,0.5625,0.5333333333333333,3,3,4,6
erlotinib,BRCA,LUAD,strict,edge,0.1,18,24,0.8666666666666667,0.9505928853754941,0.4375,0.359375,3,5,4,4
erlotinib,BRCA,LUAD,strict,edge,0.1,19,24,0.9111111111111111,0.958498023715415,0.5625,0.4444444444444445,6,3,4,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,0,24,0.8444444444444444,0.907114624505929,0.4375,0.453125,2,6,3,5
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,1,24,0.8444444444444444,0.8630952380952381,0.375,0.41269841269841273,2,5,5,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,2,24,0.9333333333333333,0.9800000000000001,0.4375,0.4363636363636364,5,6,3,2
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,3,24,0.8,0.9308300395256917,0.5625,0.5238095238095238,4,5,2,5
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,4,24,0.8666666666666667,0.9703557312252964,0.375,0.38095238095238093,2,7,3,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,5,24,0.8444444444444444,0.9404761904761905,0.3125,0.46031746031746035,3,4,7,2
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,6,24,0.8222222222222222,0.8952569169960474,0.625,0.578125,7,1,5,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,7,24,0.8,0.866,0.375,0.26666666666666666,3,3,7,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,8,24,0.8444444444444444,0.9285714285714285,0.4375,0.3,4,6,3,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,9,24,0.8444444444444444,0.8616600790513834,0.5625,0.5625,4,4,3,5
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,10,24,0.8222222222222222,0.883399209486166,0.4375,0.4444444444444444,3,6,3,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,11,24,0.8,0.9206349206349207,0.4375,0.5079365079365079,4,3,6,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,12,24,0.8666666666666667,0.9189723320158103,0.3125,0.2698412698412698,2,7,4,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,13,24,0.8222222222222222,0.9249011857707511,0.625,0.6190476190476191,5,4,2,5
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,14,24,0.8222222222222222,0.9226190476190476,0.4375,0.47619047619047616,3,4,5,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,15,24,0.8222222222222222,0.9426877470355731,0.4375,0.4444444444444445,3,6,3,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,16,24,0.8444444444444444,0.9486166007905138,0.5,0.380952380952381,2,7,1,6
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,17,24,0.8444444444444444,0.9199999999999999,0.5625,0.6666666666666667,5,1,6,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,18,24,0.9111111111111111,0.9662698412698412,0.6875,0.5166666666666666,7,3,2,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.1,19,24,0.9111111111111111,0.938,0.375,0.35,2,4,6,4
erlotinib,BRCA,LUAD,strict,edge,0.05,0,24,0.8888888888888888,0.9545454545454545,0.625,0.5555555555555556,5,4,2,5
erlotinib,BRCA,LUAD,strict,edge,0.05,1,24,0.7777777777777778,0.8893280632411067,0.5625,0.65625,6,2,5,3
erlotinib,BRCA,LUAD,strict,edge,0.05,2,24,0.7777777777777778,0.8853754940711462,0.75,0.703125,7,1,3,5
erlotinib,BRCA,LUAD,strict,edge,0.05,3,24,0.8444444444444444,0.9107142857142857,0.5625,0.35,7,3,4,2
erlotinib,BRCA,LUAD,strict,edge,0.05,4,24,0.9111111111111111,0.9384920634920635,0.4375,0.4,4,6,3,3
erlotinib,BRCA,LUAD,strict,edge,0.05,5,24,0.9333333333333333,0.945344129554656,0.4375,0.3999999999999999,0,5,4,7
erlotinib,BRCA,LUAD,strict,edge,0.05,6,24,0.8,0.8789682539682541,0.625,0.6166666666666667,6,4,2,4
erlotinib,BRCA,LUAD,strict,edge,0.05,7,24,0.7777777777777778,0.8715415019762845,0.5,0.6031746031746033,6,3,5,2
erlotinib,BRCA,LUAD,strict,edge,0.05,8,24,0.9111111111111111,0.9642857142857143,0.5,0.4761904761904762,4,3,5,4
erlotinib,BRCA,LUAD,strict,edge,0.05,9,24,0.9111111111111111,0.9446640316205533,0.3125,0.3333333333333333,4,5,6,1
erlotinib,BRCA,LUAD,strict,edge,0.05,10,24,0.8888888888888888,0.9680000000000001,0.4375,0.43333333333333335,4,2,7,3
erlotinib,BRCA,LUAD,strict,edge,0.05,11,24,0.8222222222222222,0.9126984126984127,0.5,0.55,6,4,4,2
erlotinib,BRCA,LUAD,strict,edge,0.05,12,24,0.8888888888888888,0.9407114624505928,0.5,0.5396825396825398,5,4,4,3
erlotinib,BRCA,LUAD,strict,edge,0.05,13,24,0.8666666666666667,0.8735177865612649,0.625,0.625,5,3,3,5
erlotinib,BRCA,LUAD,strict,edge,0.05,14,24,0.8,0.9007936507936508,0.375,0.5555555555555556,4,3,7,2
erlotinib,BRCA,LUAD,strict,edge,0.05,15,24,0.8666666666666667,0.9288537549407114,0.5625,0.546875,3,5,2,6
erlotinib,BRCA,LUAD,strict,edge,0.05,16,24,0.8666666666666667,0.9424603174603174,0.5,0.5873015873015873,3,4,4,5
erlotinib,BRCA,LUAD,strict,edge,0.05,17,24,0.8666666666666667,0.9107142857142857,0.375,0.2222222222222222,3,4,6,3
erlotinib,BRCA,LUAD,strict,edge,0.05,18,24,0.8444444444444444,0.9662698412698412,0.5625,0.4444444444444444,2,5,2,7
erlotinib,BRCA,LUAD,strict,edge,0.05,19,24,0.8666666666666667,0.906,0.375,0.4666666666666667,1,5,5,5
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,0,24,0.9111111111111111,0.9087301587301587,0.5,0.55,6,4,4,2
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,1,24,0.9333333333333333,0.9802371541501976,0.375,0.328125,2,6,4,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,2,24,0.8666666666666667,0.9604743083003953,0.5,0.4126984126984127,6,3,5,2
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,3,24,0.9111111111111111,0.9683794466403163,0.5625,0.39682539682539686,3,6,1,6
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,4,24,0.8666666666666667,0.9723320158102767,0.3125,0.20634920634920634,1,8,3,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,5,24,0.8,0.9067460317460317,0.5,0.41666666666666663,5,5,3,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,6,24,0.8222222222222222,0.9347826086956522,0.375,0.4126984126984127,5,4,6,1
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,7,24,0.8222222222222222,0.9328063241106719,0.3125,0.25,2,6,5,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,8,24,0.8666666666666667,0.9345238095238095,0.375,0.2698412698412699,4,3,7,2
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,9,24,0.8,0.902834008097166,0.375,0.4181818181818182,3,2,8,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,10,24,0.9111111111111111,0.9505928853754941,0.375,0.34375,3,5,5,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,11,24,0.8222222222222222,0.9089068825910931,0.3125,0.23636363636363633,2,3,8,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,12,24,0.8444444444444444,0.9090909090909091,0.5,0.40625,5,3,5,3
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,13,24,0.8,0.8968253968253969,0.5625,0.3833333333333333,8,2,5,1
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,14,24,0.8666666666666667,0.9226190476190476,0.5,0.43333333333333335,7,3,5,1
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,15,24,0.8222222222222222,0.857707509881423,0.8125,0.84375,7,1,2,6
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,16,24,0.8444444444444444,0.950592885375494,0.5,0.4920634920634921,4,5,3,4
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,17,24,0.8444444444444444,0.9311740890688258,0.5,0.6363636363636364,3,2,6,5
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,18,24,0.8666666666666667,0.9265873015873016,0.3125,0.45,4,6,5,1
erlotinib,BRCA,LUAD,strict,edge-matched-random,0.05,19,24,0.8222222222222222,0.9226190476190476,0.25,0.2666666666666666,3,7,5,1
erlotinib,BRCA,LUAD,strict,node,0.1,0,21,0.7333333333333333,0.823045267489712,0.5625,0.5416666666666666,4,0,7,5
erlotinib,BRCA,LUAD,strict,node,0.1,1,21,0.7555555555555555,0.8201581027667983,0.5625,0.5625,5,3,4,4
erlotinib,BRCA,LUAD,strict,node,0.1,2,21,0.7333333333333333,0.838,0.5625,0.4833333333333334,3,3,4,6
erlotinib,BRCA,LUAD,strict,node,0.1,3,21,0.7777777777777778,0.8194444444444444,0.5625,0.5714285714285714,3,4,3,6
erlotinib,BRCA,LUAD,strict,node,0.1,4,21,0.8444444444444444,0.8849206349206349,0.5,0.4833333333333333,5,5,3,3
erlotinib,BRCA,LUAD,strict,node,0.1,5,21,0.8,0.8399209486166008,0.4375,0.47619047619047616,4,5,4,3
erlotinib,BRCA,LUAD,strict,node,0.1,6,21,0.7333333333333333,0.844,0.5625,0.4666666666666667,4,2,5,5
erlotinib,BRCA,LUAD,strict,node,0.1,7,21,0.8,0.8869047619047619,0.375,0.43333333333333335,4,6,4,2
erlotinib,BRCA,LUAD,strict,node,0.1,8,21,0.8222222222222222,0.8947368421052632,0.375,0.38181818181818183,1,4,6,5
erlotinib,BRCA,LUAD,strict,node,0.1,9,21,0.7333333333333333,0.8539094650205762,0.4375,0.5,2,2,7,5
erlotinib,BRCA,LUAD,strict,node,0.1,10,21,0.8,0.8571428571428571,0.5,0.4920634920634921,3,4,4,5
erlotinib,BRCA,LUAD,strict,node,0.1,11,21,0.8,0.8616600790513835,0.5625,0.515625,4,4,3,5
erlotinib,BRCA,LUAD,strict,node,0.1,12,21,0.7333333333333333,0.854,0.625,0.5,4,2,4,6
erlotinib,BRCA,LUAD,strict,node,0.1,13,21,0.7111111111111111,0.8055555555555555,0.5625,0.5873015873015873,5,2,5,4
erlotinib,BRCA,LUAD,strict,node,0.1,14,21,0.7555555555555555,0.8300395256916996,0.5,0.53125,5,3,5,3
erlotinib,BRCA,LUAD,strict,node,0.1,15,21,0.8,0.883399209486166,0.5625,0.515625,5,3,4,4
erlotinib,BRCA,LUAD,strict,node,0.1,16,21,0.7555555555555555,0.8458498023715415,0.4375,0.546875,2,6,3,5
erlotinib,BRCA,LUAD,strict,node,0.1,17,21,0.8,0.8379446640316206,0.5625,0.578125,5,3,4,4
erlotinib,BRCA,LUAD,strict,node,0.1,18,21,0.8,0.9130434782608696,0.5,0.40625,4,4,4,4
erlotinib,BRCA,LUAD,strict,node,0.1,19,21,0.7333333333333333,0.8511904761904762,0.4375,0.39999999999999997,6,4,5,1
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,0,21,0.9333333333333333,0.9525691699604744,0.625,0.578125,3,5,1,7
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,1,21,0.8666666666666667,0.932,0.5625,0.7666666666666667,5,1,6,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,2,21,0.8222222222222222,0.9189723320158103,0.75,0.7936507936507937,7,2,2,5
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,3,21,0.8444444444444444,0.886904761904762,0.375,0.49206349206349204,4,3,7,2
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,4,21,0.8888888888888888,0.9486166007905139,0.5,0.65625,6,2,6,2
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,5,21,0.9333333333333333,0.9229249011857708,0.4375,0.4375,4,4,5,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,6,21,0.8,0.908,0.75,0.7833333333333334,4,2,2,8
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,7,21,0.8888888888888888,0.9624505928853755,0.5625,0.6031746031746033,5,4,3,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,8,21,0.8666666666666667,0.9299999999999999,0.5625,0.7272727272727274,5,6,1,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,9,21,0.8888888888888888,0.9359999999999999,0.75,0.65,4,2,2,8
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,10,21,0.9333333333333333,0.9308300395256917,0.5,0.5,2,6,2,6
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,11,21,0.8222222222222222,0.9226190476190477,0.5625,0.6031746031746031,4,3,4,5
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,12,21,0.9111111111111111,0.9285714285714286,0.5625,0.5714285714285714,4,3,4,5
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,13,21,0.8444444444444444,0.8999999999999999,0.625,0.7272727272727273,8,3,3,2
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,14,21,0.8666666666666667,0.8927125506072875,0.75,0.7636363636363637,4,1,3,8
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,15,21,0.9111111111111111,0.958498023715415,0.625,0.609375,5,3,3,5
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,16,21,0.8444444444444444,0.9365079365079365,0.625,0.6166666666666667,6,4,2,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,17,21,0.8888888888888888,0.9226190476190477,0.8125,0.8571428571428571,6,1,2,7
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,18,21,0.9555555555555556,0.9920634920634921,0.6875,0.65,7,3,2,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.1,19,21,0.8,0.901185770750988,0.4375,0.28125,2,6,3,5
erlotinib,BRCA,LUAD,strict,node,0.05,0,21,0.7333333333333333,0.8253968253968254,0.75,0.6984126984126984,5,2,2,7
erlotinib,BRCA,LUAD,strict,node,0.05,1,21,0.7333333333333333,0.8353174603174603,0.5,0.5714285714285714,4,3,5,4
erlotinib,BRCA,LUAD,strict,node,0.05,2,21,0.7777777777777778,0.8234126984126984,0.625,0.6349206349206349,5,2,4,5
erlotinib,BRCA,LUAD,strict,node,0.05,3,21,0.7777777777777778,0.844,0.5,0.5166666666666667,4,2,6,4
erlotinib,BRCA,LUAD,strict,node,0.05,4,21,0.7333333333333333,0.8636363636363636,0.5,0.40625,3,5,3,5
erlotinib,BRCA,LUAD,strict,node,0.05,5,21,0.7555555555555555,0.857707509881423,0.4375,0.4375,4,4,5,3
erlotinib,BRCA,LUAD,strict,node,0.05,6,21,0.8888888888888888,0.9603174603174603,0.4375,0.39999999999999997,4,6,3,3
erlotinib,BRCA,LUAD,strict,node,0.05,7,21,0.8222222222222222,0.9345238095238095,0.4375,0.44999999999999996,3,7,2,4
erlotinib,BRCA,LUAD,strict,node,0.05,8,21,0.7555555555555555,0.8399209486166008,0.5,0.359375,5,3,5,3
erlotinib,BRCA,LUAD,strict,node,0.05,9,21,0.7111111111111111,0.8221343873517786,0.625,0.6031746031746031,5,4,2,5
erlotinib,BRCA,LUAD,strict,node,0.05,10,21,0.8222222222222222,0.873015873015873,0.5625,0.5873015873015873,6,1,6,3
erlotinib,BRCA,LUAD,strict,node,0.05,11,21,0.6888888888888889,0.8023715415019762,0.625,0.546875,4,4,2,6
erlotinib,BRCA,LUAD,strict,node,0.05,12,21,0.7333333333333333,0.8200000000000001,0.5625,0.43636363636363634,7,4,3,2
erlotinib,BRCA,LUAD,strict,node,0.05,13,21,0.8222222222222222,0.882,0.375,0.33333333333333337,2,4,6,4
erlotinib,BRCA,LUAD,strict,node,0.05,14,21,0.7777777777777778,0.8869047619047619,0.3125,0.4666666666666667,2,8,3,3
erlotinib,BRCA,LUAD,strict,node,0.05,15,21,0.8222222222222222,0.8814229249011858,0.375,0.328125,4,4,6,2
erlotinib,BRCA,LUAD,strict,node,0.05,16,21,0.7333333333333333,0.7976190476190476,0.625,0.6507936507936508,3,4,2,7
erlotinib,BRCA,LUAD,strict,node,0.05,17,21,0.8,0.8774703557312252,0.625,0.6984126984126984,5,4,2,5
erlotinib,BRCA,LUAD,strict,node,0.05,18,21,0.8444444444444444,0.894,0.5,0.4166666666666667,3,3,5,5
erlotinib,BRCA,LUAD,strict,node,0.05,19,21,0.7777777777777778,0.8300395256916996,0.5,0.46031746031746035,5,4,4,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,0,21,0.8,0.8522267206477733,0.375,0.2909090909090909,2,3,7,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,1,21,0.6888888888888889,0.748015873015873,0.5,0.3968253968253968,2,5,3,6
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,2,21,0.7333333333333333,0.83399209486166,0.375,0.19047619047619047,4,5,5,2
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,3,21,0.6666666666666666,0.8,0.375,0.36666666666666664,2,4,6,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,4,21,0.7555555555555555,0.8478260869565217,0.5,0.53125,5,3,5,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,5,21,0.8444444444444444,0.868,0.5625,0.48333333333333334,3,3,4,6
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,6,21,0.7111111111111111,0.8319838056680162,0.4375,0.509090909090909,2,3,6,5
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,7,21,0.8666666666666667,0.9433198380566802,0.4375,0.5625,3,9,0,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,8,21,0.8222222222222222,0.9071146245059288,0.5,0.296875,1,7,1,7
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,9,21,0.8666666666666667,0.9433198380566801,0.375,0.3333333333333333,6,6,4,0
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,10,21,0.8444444444444444,0.9166666666666667,0.25,0.3174603174603175,3,4,8,1
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,11,21,0.7777777777777778,0.8849206349206349,0.5625,0.6499999999999999,7,3,4,2
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,12,21,0.7111111111111111,0.8280632411067194,0.4375,0.421875,3,5,4,4
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,13,21,0.9111111111111111,0.95,0.4375,0.4,4,2,7,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,14,21,0.8,0.8735177865612649,0.5,0.515625,1,7,1,7
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,15,21,0.8888888888888888,0.9424603174603174,0.1875,0.3015873015873016,3,4,9,0
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,16,21,0.7777777777777778,0.8472222222222222,0.5,0.43333333333333335,5,5,3,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,17,21,0.8222222222222222,0.9027777777777778,0.4375,0.4666666666666666,4,6,3,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,18,21,0.8222222222222222,0.9265873015873016,0.4375,0.2833333333333333,4,6,3,3
erlotinib,BRCA,LUAD,strict,node-matched-random,0.05,19,21,0.7555555555555555,0.8531746031746031,0.3125,0.3650793650793651,4,3,8,1
erlotinib,BRCA,LUAD,strict,norm-node,0.1,0,21,0.8,0.908,0.375,0.4,2,4,6,4
erlotinib,BRCA,LUAD,strict,norm-node,0.1,1,21,0.8,0.8174603174603174,0.625,0.4761904761904762,3,4,2,7
erlotinib,BRCA,LUAD,strict,norm-node,0.1,2,21,0.7333333333333333,0.8472222222222222,0.375,0.4666666666666667,3,7,3,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,3,21,0.7777777777777778,0.8580000000000001,0.5,0.4666666666666666,5,1,7,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,4,21,0.7555555555555555,0.849802371541502,0.625,0.5625,5,3,3,5
erlotinib,BRCA,LUAD,strict,norm-node,0.1,5,21,0.7333333333333333,0.8620000000000001,0.375,0.5636363636363637,3,8,2,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,6,21,0.7777777777777778,0.8395061728395062,0.6875,0.6041666666666666,3,1,4,8
erlotinib,BRCA,LUAD,strict,norm-node,0.1,7,21,0.7777777777777778,0.8814229249011858,0.375,0.3125,3,5,5,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,8,21,0.7777777777777778,0.8511904761904762,0.5625,0.46031746031746035,3,4,3,6
erlotinib,BRCA,LUAD,strict,norm-node,0.1,9,21,0.7111111111111111,0.8690476190476191,0.5,0.39999999999999997,5,5,3,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,10,21,0.7777777777777778,0.8142292490118577,0.625,0.46875,5,3,3,5
erlotinib,BRCA,LUAD,strict,norm-node,0.1,11,21,0.6888888888888889,0.8180000000000001,0.625,0.6666666666666667,4,2,4,6
erlotinib,BRCA,LUAD,strict,norm-node,0.1,12,21,0.6888888888888889,0.7608695652173912,0.6875,0.7301587301587302,8,1,4,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,13,21,0.7111111111111111,0.8234126984126984,0.5,0.4833333333333333,5,5,3,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,14,21,0.7555555555555555,0.873015873015873,0.5,0.31666666666666665,8,2,6,0
erlotinib,BRCA,LUAD,strict,norm-node,0.1,15,21,0.8444444444444444,0.8750000000000001,0.3125,0.45,3,7,4,2
erlotinib,BRCA,LUAD,strict,norm-node,0.1,16,21,0.9111111111111111,0.9642857142857144,0.375,0.3,3,7,3,3
erlotinib,BRCA,LUAD,strict,norm-node,0.1,17,21,0.7555555555555555,0.8293650793650794,0.5,0.45,6,4,4,2
erlotinib,BRCA,LUAD,strict,norm-node,0.1,18,21,0.7777777777777778,0.8293650793650794,0.5,0.5,6,4,4,2
erlotinib,BRCA,LUAD,strict,norm-node,0.1,19,21,0.7555555555555555,0.8557312252964426,0.5625,0.484375,5,3,4,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,0,21,0.7111111111111111,0.8557312252964427,0.3125,0.2857142857142857,3,6,5,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,1,21,0.8444444444444444,0.9384920634920635,0.4375,0.4761904761904762,4,3,6,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,2,21,0.7555555555555555,0.8492063492063491,0.5,0.5396825396825398,2,5,3,6
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,3,21,0.7555555555555555,0.8122529644268774,0.625,0.6349206349206349,6,3,3,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,4,21,0.8,0.9130434782608696,0.5,0.484375,4,4,4,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,5,21,0.8,0.8932806324110671,0.5,0.47619047619047616,4,5,3,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,6,21,0.7777777777777778,0.840080971659919,0.4375,0.375,5,7,2,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,7,21,0.8444444444444444,0.8873517786561266,0.375,0.390625,4,4,6,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,8,21,0.6888888888888889,0.7658730158730159,0.5,0.5238095238095237,4,3,5,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,9,21,0.8,0.9384920634920635,0.25,0.43333333333333335,1,9,3,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,10,21,0.7555555555555555,0.8360000000000001,0.5625,0.5272727272727273,6,5,2,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,11,21,0.6888888888888889,0.7857142857142856,0.6875,0.6825396825396826,6,1,4,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,12,21,0.7555555555555555,0.832,0.4375,0.33333333333333337,3,3,6,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,13,21,0.7555555555555555,0.8656126482213439,0.375,0.3333333333333333,4,5,5,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,14,21,0.9555555555555556,0.9683794466403163,0.3125,0.234375,3,5,6,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,15,21,0.6666666666666666,0.8174603174603174,0.4375,0.4833333333333333,4,6,3,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,16,21,0.7555555555555555,0.9007936507936507,0.5625,0.5238095238095238,3,4,3,6
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,17,21,0.7555555555555555,0.8458498023715415,0.375,0.34920634920634924,3,6,4,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,18,21,0.8222222222222222,0.8744939271255061,0.4375,0.34545454545454546,2,3,6,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.1,19,21,0.8,0.8774703557312253,0.5625,0.3015873015873016,7,2,5,2
