,Edge,U,pval,adj_pvals
0,NRP1;HGF,329.0,0.4001141907295285,1.0
188,CALML3;RYR1,345.0,1.0,1.0
189,CALML3;FKBP1A,345.0,1.0,1.0
190,CALML3;RYR3,345.0,1.0,1.0
191,CALML3;NOS1,345.0,1.0,1.0
192,CALML3;CALML5,345.0,1.0,1.0
193,CALML6;CACNA1C,345.0,1.0,1.0
194,CALML6;FKBP1A,345.0,1.0,1.0
195,CALML6;RYR3,345.0,1.0,1.0
196,CALML6;NOS1,345.0,1.0,1.0
197,CALML6;CALML5,345.0,1.0,1.0
198,CALML6;RYR1,345.0,1.0,1.0
199,CALML6;RYR2,345.0,1.0,1.0
200,CALML5;CACNA1C,345.0,1.0,1.0
201,CALML5;RYR1,345.0,1.0,1.0
202,CALML5;RYR2,345.0,1.0,1.0
203,CALML5;FKBP1B,345.0,1.0,1.0
204,CALML5;FKBP1A,345.0,1.0,1.0
205,CALML5;RYR3,345.0,1.0,1.0
206,CALML5;NOS1,345.0,1.0,1.0
207,PYGL;UGP2,255.5,0.07858419580868949,1.0
208,PYGL;GYS2,270.0,0.05294655161995515,1.0
209,PYGL;PYGB,267.5,0.11613698936379643,1.0
210,UGP2;PYGB,258.0,0.08257125852024935,1.0
211,UGP2;GYS2,292.5,0.11558668171652094,1.0
212,UGP2;GYG2,292.5,0.1580371883758963,1.0
213,UGP2;GYG1,251.0,0.04297308330048547,1.0
214,PYGB;GYG1,270.0,0.12165601429210103,1.0
215,PYGB;GYS2,270.0,0.05294655161995515,1.0
216,EFNA5;NTRK2,286.5,0.198710890292225,1.0
217,BDNF;NTRK2,345.0,1.0,1.0
218,BDNF;NTRK3,345.0,1.0,1.0
219,BDNF;NTF3,345.0,1.0,1.0
220,BDNF;GDNF,345.0,1.0,1.0
221,BDNF;NTF4,345.0,1.0,1.0
222,BDNF;NTRK1,345.0,1.0,1.0
223,NTF3;NTRK2,345.0,1.0,1.0
224,NTF3;NTRK3,345.0,1.0,1.0
225,NTF3;NTRK1,345.0,1.0,1.0
226,NGF;NTRK2,345.0,1.0,1.0
227,NGF;GFRA1,345.0,1.0,1.0
228,NGF;NTRK3,345.0,1.0,1.0
229,NGF;NTRK1,345.0,1.0,1.0
230,NTRK1;HGF,345.0,1.0,1.0
231,NTRK1;SHC2,345.0,1.0,1.0
232,NTRK1;NTRK2,345.0,1.0,1.0
233,NTRK1;IRS1,345.0,1.0,1.0
234,NTRK1;ANGPT2,345.0,1.0,1.0
235,NTRK1;SH2B1,345.0,1.0,1.0
236,NTRK1;SHC3,345.0,1.0,1.0
237,NTRK1;SHC1,345.0,1.0,1.0
238,NTRK1;GDNF,345.0,1.0,1.0
239,NTRK1;PIK3R1,337.5,0.8322421174694931,1.0
240,NTRK1;ANGPT1,345.0,1.0,1.0
241,NTRK1;FRS2,345.0,1.0,1.0
242,NTRK1;NTF4,345.0,1.0,1.0
243,NTRK3;NTRK2,345.0,1.0,1.0
244,NTRK3;NTF4,345.0,1.0,1.0
245,NTRK3;SHC1,345.0,1.0,1.0
246,NTRK3;GDNF,345.0,1.0,1.0
247,NTRK2;SHC2,345.0,1.0,1.0
248,NTRK2;SH2B1,345.0,1.0,1.0
249,NTRK2;IRS1,345.0,1.0,1.0
250,NTRK2;GDNF,345.0,1.0,1.0
251,NTRK2;NTF4,345.0,1.0,1.0
252,NTRK2;SHC3,345.0,1.0,1.0
253,NTRK2;SHC1,345.0,1.0,1.0
254,NTRK2;FRS2,345.0,1.0,1.0
255,RHOA;MCF2,303.0,0.2998029031824567,1.0
256,RHOA;CDC42,322.5,0.6722127027279563,1.0
257,PLG;SERPIND1,345.0,1.0,1.0
258,PLG;VTN,337.5,0.5940537303751279,1.0
259,PLG;ALB,345.0,1.0,1.0
260,PLG;SERPINF2,345.0,1.0,1.0
261,PLG;FGA,345.0,1.0,1.0
262,PLG;SERPINC1,345.0,1.0,1.0
263,F2;SERPIND1,345.0,1.0,1.0
264,F2;AMBP,322.5,0.32548266266419046,1.0
265,F2;AHSG,337.5,0.5940537303751279,1.0
266,F2;ALB,345.0,1.0,1.0
267,F2;FGB,345.0,1.0,1.0
268,F2;FGA,345.0,1.0,1.0
269,F2;F13B,345.0,1.0,1.0
270,F2;SERPINC1,345.0,1.0,1.0
271,F2;FGG,345.0,1.0,1.0
272,PPP1CA;PPP1R3C,322.5,0.32548266266419046,1.0
273,PPP1CA;GYS2,345.0,1.0,1.0
274,PPP1CA;PPP1R3A,345.0,1.0,1.0
275,PPP1CA;PPP1R3B,315.0,0.24957054312749805,1.0
276,PPP1CA;PPP1CB,337.5,0.5940537303751279,1.0
277,PPP1CA;PPP1R3D,322.5,0.32548266266419046,1.0
278,PPP1CB;PPP1R3C,322.5,0.32548266266419046,1.0
279,PPP1CB;GYS2,345.0,1.0,1.0
280,PPP1CB;PPP1R3A,345.0,1.0,1.0
281,PPP1CB;PPP1R3B,315.0,0.24957054312749805,1.0
282,PPP1CB;PPP1R3D,322.5,0.32548266266419046,1.0
283,PPP1CB;PPP1R3E,315.0,0.24957054312749805,1.0
284,BMP1;POSTN,286.0,0.2766722068165277,1.0
285,NOTCH1;POSTN,319.0,0.6192684649058464,1.0
286,AHSG;FGA,337.5,0.5940537303751279,1.0
287,AHSG;FGG,337.5,0.5940537303751279,1.0
288,AHSG;ALB,352.5,0.5940537303751279,1.0
289,ITGB1;VTN,352.5,0.754392040017942,1.0
290,ITGB1;ITGA8,330.0,0.5714352546217031,1.0
291,ITGB1;ITGB3,324.5,0.5450331058661222,1.0
292,ITGB1;PIK3R1,379.5,0.513174846611341,1.0
293,ITGB1;NPNT,337.5,0.8322421174694931,1.0
294,FLNC;SGCD,330.0,0.43120440925627146,1.0
295,SERPIND1;FGA,345.0,1.0,1.0
296,SERPIND1;FGB,345.0,1.0,1.0
297,SERPIND1;FGG,345.0,1.0,1.0
298,FGA;ALB,345.0,1.0,1.0
299,FGA;FGB,345.0,1.0,1.0
300,FGA;SERPINF2,345.0,1.0,1.0
301,FGA;FGG,345.0,1.0,1.0
302,FGA;F13B,345.0,1.0,1.0
303,FGA;SERPINC1,345.0,1.0,1.0
304,FGA;ITGB3,281.5,0.05659292472272194,1.0
305,FGB;FGG,345.0,1.0,1.0
306,FGB;SERPINC1,345.0,1.0,1.0
307,FGB;ITGB3,281.5,0.05659292472272194,1.0
308,FGG;ITGB3,281.5,0.05659292472272194,1.0
309,SHC1;ERBB3,329.0,0.6154249232628324,1.0
310,SHC1;IRS1,315.0,0.10928677215791567,1.0
311,SHC1;RET,368.0,0.08669033248364577,1.0
312,SHC1;IGF1R,279.0,0.1364453043844595,1.0
313,SHC1;INPP5D,496.0,0.009828942433881722,1.0
314,SHC1;ITGB3,310.0,0.32465182253861824,1.0
315,SHC1;PIK3R1,323.0,0.5152975945879342,1.0
316,GLUD1;GLUD2,349.0,0.9532432402206944,1.0
317,GLUD1;GLUL,346.5,0.9866372534185094,1.0
318,GLUL;GLUD2,405.0,0.3186376927639567,1.0
319,GYS2;PPP1R3C,352.5,0.754392040017942,1.0
320,GYS2;GYG1,322.5,0.43864004747682617,1.0
321,GYS2;GYG2,360.0,0.43120440925627146,1.0
322,GYS2;PPP1R3D,367.5,0.32548266266419046,1.0
323,GYS2;PPP1R3B,345.0,1.0,1.0
324,GYS2;PPP1R3E,330.0,0.5714352546217031,1.0
325,GYS2;PPP1R3A,345.0,1.0,1.0
326,PLEK2;MCF2,367.0,0.5594321042256504,1.0
327,MCF2;PLEK,345.0,1.0,1.0
328,MCF2;CDC42,345.0,1.0,1.0
329,GYG1;PPP1R3C,292.5,0.1580371883758963,1.0
330,GYG1;GYG2,300.0,0.1492414389744097,1.0
331,PTEN;PIK3R1,431.0,0.15095647869725012,1.0
332,PTEN;CDC42,272.0,0.224652136602302,1.0
333,PTEN;INPP5D,487.0,0.015207601285160475,1.0
334,SNTA1;SGCD,345.0,1.0,1.0
335,SNTA1;NOS1,367.5,0.32548266266419046,1.0
336,SNTA1;SSPN,345.0,1.0,1.0
337,SNTA1;DAG1,345.0,1.0,1.0
338,SNTA1;DMD,345.0,1.0,1.0
339,SNTA1;SGCA,345.0,1.0,1.0
340,SNTA1;CAV3,345.0,1.0,1.0
341,SGCD;SGCG,345.0,1.0,1.0
342,SGCD;SSPN,345.0,1.0,1.0
343,SGCD;SGCA,345.0,1.0,1.0
344,SGCD;CAV3,345.0,1.0,1.0
345,SGCD;SGCE,322.5,0.32548266266419046,1.0
346,SGCD;DAG1,345.0,1.0,1.0
347,SGCD;DMD,345.0,1.0,1.0
348,SGCD;SGCB,345.0,1.0,1.0
349,NOS1;RYR1,345.0,1.0,1.0
350,NOS1;RYR2,345.0,1.0,1.0
351,NOS1;DLG4,367.5,0.32548266266419046,1.0
352,SSPN;SGCG,345.0,1.0,1.0
353,SSPN;DMD,345.0,1.0,1.0
354,SSPN;DAG1,345.0,1.0,1.0
355,SSPN;SGCE,322.5,0.32548266266419046,1.0
356,SSPN;SGCA,345.0,1.0,1.0
357,DAG1;SGCG,345.0,1.0,1.0
358,DAG1;SGCA,345.0,1.0,1.0
359,DAG1;NRXN2,337.5,0.5940537303751279,1.0
360,DAG1;CAV3,345.0,1.0,1.0
361,DAG1;EGFLAM,316.0,0.5732560311943626,1.0
362,DAG1;DMD,345.0,1.0,1.0
363,DAG1;SGCB,345.0,1.0,1.0
364,DAG1;NRXN1,337.5,0.5940537303751279,1.0
365,DAG1;SGCE,322.5,0.32548266266419046,1.0
366,DMD;SGCG,345.0,1.0,1.0
367,DMD;SGCA,345.0,1.0,1.0
368,DMD;CAV3,345.0,1.0,1.0
369,DMD;SGCE,322.5,0.32548266266419046,1.0
370,DMD;SGCB,345.0,1.0,1.0
371,SGCA;SGCG,345.0,1.0,1.0
372,SGCA;SGCB,345.0,1.0,1.0
373,CAV3;SGCB,345.0,1.0,1.0
374,SGCG;SGCB,345.0,1.0,1.0
375,SGCB;SGCE,322.5,0.32548266266419046,1.0
376,NRXN2;NLGN4Y,337.5,0.5940537303751279,1.0
377,NRXN2;DLG4,352.5,0.5940537303751279,1.0
378,NRXN1;NLGN4Y,345.0,1.0,1.0
379,NRXN1;DLG4,345.0,1.0,1.0
380,CDC42;PIK3R1,312.5,0.591825068277833,1.0
381,DLG4;NLGN4Y,345.0,1.0,1.0
382,PIK3R1;ERBB3,347.0,0.9734841705501633,1.0
383,PIK3R1;IRS1,308.0,0.3217307554513237,1.0
384,PIK3R1;INPP5D,452.0,0.04053528100388242,1.0
385,PIK3R1;IGF1R,230.5,0.020008567520372497,1.0
386,IRS1;IGF1R,272.0,0.08996942229954803,1.0
387,ERBB3;HGF,400.0,0.11972586940223906,1.0
388,ERBB3;SHC2,380.5,0.28953863474793307,1.0
389,ERBB3;SHC3,367.5,0.5055763164358168,1.0
390,IGF1R;HGF,310.0,0.40513579636289654,1.0
391,HGF;IL7,315.0,0.3390339415815299,1.0
392,COL3A1;POSTN,315.0,0.5538292110855396,1.0
393,VTN;ALB,337.5,0.5940537303751279,1.0
394,VTN;ITGB3,288.0,0.06708140709025082,1.0
395,VTN;ITGA8,337.5,0.5940537303751279,1.0
396,FKBP1A;RYR1,345.0,1.0,1.0
397,FKBP1A;RYR2,345.0,1.0,1.0
398,CACNA1C;RYR2,345.0,1.0,1.0
399,ALB;AMBP,322.5,0.32548266266419046,1.0
400,ITGA8;NPNT,337.5,0.5940537303751279,1.0
401,NCAM1;GFRA1,322.0,0.49595246729070475,1.0
402,PPP1R3C;PPP1R3D,300.0,0.1492414389744097,1.0
403,PPP1R3D;PPP1R3B,300.0,0.1492414389744097,1.0
404,PSPN;RET,368.0,0.08669033248364577,1.0
405,PSPN;GFRA1,345.0,1.0,1.0
406,RET;NRTN,368.0,0.08669033248364577,1.0
407,RET;GFRA1,345.0,1.0,1.0
408,RET;ARTN,361.0,0.4001141907295285,1.0
409,RET;GDNF,368.0,0.08669033248364577,1.0
410,GFRA1;NRTN,337.5,0.5940537303751279,1.0
411,GFRA1;ARTN,337.5,0.5940537303751279,1.0
412,GFRA1;GDNF,345.0,1.0,1.0
413,HRC;TRDN,345.0,1.0,1.0
414,TRDN;CASQ2,345.0,1.0,1.0
415,TRDN;FKBP1B,345.0,1.0,1.0
416,TRDN;RYR1,345.0,1.0,1.0
417,TRDN;RYR2,345.0,1.0,1.0
418,TRDN;CASQ1,337.5,0.5940537303751279,1.0
419,TRDN;ASPH,345.0,1.0,1.0
420,FCGR2B;INPP5D,322.0,0.08669033248364577,1.0
421,PDGFC;FLT1,339.5,0.860277561204413,1.0
422,CASQ2;RYR2,345.0,1.0,1.0
423,CASQ2;RYR1,345.0,1.0,1.0
424,CASQ2;ASPH,345.0,1.0,1.0
425,CASQ2;RYR3,345.0,1.0,1.0
426,RYR2;PPP2R3A,283.0,0.162047401203944,1.0
427,RYR2;SRI,261.0,0.10829439830648674,1.0
428,RYR2;AKAP6,345.0,1.0,1.0
429,RYR2;RYR1,345.0,1.0,1.0
430,RYR2;ASPH,345.0,1.0,1.0
431,RYR2;CASQ1,337.5,0.5940537303751279,1.0
432,RYR2;RYR3,345.0,1.0,1.0
433,RYR2;FKBP1B,345.0,1.0,1.0
434,RYR1;ASPH,345.0,1.0,1.0
435,RYR1;CASQ1,337.5,0.5940537303751279,1.0
436,RYR1;RYR3,345.0,1.0,1.0
437,RYR1;FKBP1B,345.0,1.0,1.0
438,ASPH;CASQ1,337.5,0.5940537303751279,1.0
439,ASPH;FKBP1B,345.0,1.0,1.0
440,RYR3;FKBP1B,345.0,1.0,1.0
441,ANGPT2;FLT1,322.0,0.08669033248364577,1.0
442,VEGFC;FLT1,368.0,0.3146079148397617,1.0
443,VEGFC;VEGFB,312.5,0.33286893636413817,1.0
444,VEGFB;FLT1,319.0,0.40855544751183825,1.0
445,VEGFB;PGF,307.5,0.2628602847077217,1.0
446,PGF;FLT1,368.0,0.08669033248364577,1.0
447,ANGPT1;FLT1,329.0,0.4001141907295285,1.0
448,AMBP;ITIH2,330.0,0.5714352546217031,1.0
449,TJP3;CLDN8,255.0,0.030801134379250285,1.0
450,CLDN12;CLDN8,284.0,0.15709348500451678,1.0
