drug,source tissue,target tissue,feature,pval,iter,feature_dim,predicted_class,predicted_prob,true_class
Nivo,SKCM,KIRC,edge-matched-random,0.1,7,212,0,0.47415209114938145,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,8,212,0,0.13780534631380112,1
Nivo,SKCM,KIRC,edge-matched-random,0.1,9,212,0,0.38776192012597027,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,10,212,0,0.30400703208991164,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,11,212,0,0.13467379938792795,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,12,212,0,0.06567434231188671,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,13,212,0,0.07952175264871662,1
Nivo,SKCM,KIRC,edge-matched-random,0.1,14,212,0,0.20570446687978333,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,15,212,0,0.2421859642206498,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,16,212,0,0.10177776382308594,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,17,212,0,0.030110466070203484,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,18,212,0,0.16387646386940002,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,19,212,0,0.016601604175445213,1
Nivo,SKCM,KIRC,edge-matched-random,0.1,20,212,0,0.21329609582772588,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,21,212,0,0.08670208079599963,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,22,212,0,0.002862191750561981,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,23,212,0,0.009483871643043932,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,24,212,0,0.18369636973167375,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,25,212,0,0.1923199229264845,0
Nivo,SKCM,KIRC,edge-matched-random,0.1,26,212,0,0.021540813697033864,0
Nivo,SKCM,KIRC,edge,0.05,0,15,0,0.30428935734588286,1
Nivo,SKCM,KIRC,edge,0.05,1,15,0,0.13310955779998349,0
Nivo,SKCM,KIRC,edge,0.05,2,15,1,0.6698341543901881,0
Nivo,SKCM,KIRC,edge,0.05,3,15,0,0.39408914343244533,0
Nivo,SKCM,KIRC,edge,0.05,4,15,1,0.7153549669738012,0
Nivo,SKCM,KIRC,edge,0.05,5,15,0,0.45536038825120334,0
Nivo,SKCM,KIRC,edge,0.05,6,15,0,0.012964476048608512,0
Nivo,SKCM,KIRC,edge,0.05,7,15,0,0.12158139237818187,0
Nivo,SKCM,KIRC,edge,0.05,8,15,1,0.5102263829798435,1
Nivo,SKCM,KIRC,edge,0.05,9,15,0,0.2887609913494811,0
Nivo,SKCM,KIRC,edge,0.05,10,15,0,0.2745812365340562,0
Nivo,SKCM,KIRC,edge,0.05,11,15,0,0.030306415250260243,0
Nivo,SKCM,KIRC,edge,0.05,12,15,0,0.4727176231100212,0
Nivo,SKCM,KIRC,edge,0.05,13,15,0,0.3078646744418145,1
Nivo,SKCM,KIRC,edge,0.05,14,15,0,0.32370027813267105,0
Nivo,SKCM,KIRC,edge,0.05,15,15,0,0.11550850563742306,0
Nivo,SKCM,KIRC,edge,0.05,16,15,1,0.5162577376246326,0
Nivo,SKCM,KIRC,edge,0.05,17,15,1,0.5114488146349447,0
Nivo,SKCM,KIRC,edge,0.05,18,15,0,0.1790258440797962,0
Nivo,SKCM,KIRC,edge,0.05,19,15,0,0.028335634010360815,1
Nivo,SKCM,KIRC,edge,0.05,20,15,0,0.23562549602951255,0
Nivo,SKCM,KIRC,edge,0.05,21,15,0,0.378182673330509,0
Nivo,SKCM,KIRC,edge,0.05,22,15,0,0.11265952949138237,0
Nivo,SKCM,KIRC,edge,0.05,23,15,0,0.4280947592254166,0
Nivo,SKCM,KIRC,edge,0.05,24,15,0,0.23119161859979956,0
Nivo,SKCM,KIRC,edge,0.05,25,15,1,0.6419900919324399,0
Nivo,SKCM,KIRC,edge,0.05,26,15,0,0.11845376806119838,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,0,15,0,0.13411157248775235,1
Nivo,SKCM,KIRC,edge-matched-random,0.05,1,15,0,0.4473188129589241,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,2,15,0,0.25101499409676287,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,3,15,1,0.539439982500702,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,4,15,1,0.5680128364702105,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,5,15,1,0.62100834083599,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,6,15,1,0.6110861113928684,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,7,15,1,0.5632310486620367,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,8,15,0,0.4270270712032127,1
Nivo,SKCM,KIRC,edge-matched-random,0.05,9,15,0,0.26854511763273403,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,10,15,1,0.7214907895630628,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,11,15,0,0.40090866584234147,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,12,15,1,0.6003067783965558,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,13,15,0,0.05686117822455707,1
Nivo,SKCM,KIRC,edge-matched-random,0.05,14,15,0,0.20227536895803808,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,15,15,0,0.49836370539504615,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,16,15,0,0.32056494333316343,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,17,15,1,0.7910701107987639,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,18,15,0,0.03574060825522486,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,19,15,0,0.20330544558631103,1
Nivo,SKCM,KIRC,edge-matched-random,0.05,20,15,0,0.09670215190125118,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,21,15,0,0.49157945030602596,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,22,15,0,0.4019966734295602,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,23,15,0,0.21017210874760522,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,24,15,0,0.2812703828231287,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,25,15,0,0.010095042758992359,0
Nivo,SKCM,KIRC,edge-matched-random,0.05,26,15,1,0.7068446801132725,0
Nivo,SKCM,KIRC,node,0.1,0,38,0,0.015708584565742697,1
Nivo,SKCM,KIRC,node,0.1,1,38,0,0.011412386102567194,0
Nivo,SKCM,KIRC,node,0.1,2,38,0,0.03569633005460138,0
Nivo,SKCM,KIRC,node,0.1,3,38,1,0.5271730083112337,0
Nivo,SKCM,KIRC,node,0.1,4,38,1,0.993480297778869,0
Nivo,SKCM,KIRC,node,0.1,5,38,1,0.5960402087419547,0
Nivo,SKCM,KIRC,node,0.1,6,38,0,0.31304683419972146,0
Nivo,SKCM,KIRC,node,0.1,7,38,0,0.0007899625789896899,0
Nivo,SKCM,KIRC,node,0.1,8,38,1,0.6282582877076169,1
Nivo,SKCM,KIRC,node,0.1,9,38,0,0.03741281204935715,0
Nivo,SKCM,KIRC,node,0.1,10,38,0,0.07561253596231628,0
Nivo,SKCM,KIRC,node,0.1,11,38,0,0.09787083598489635,0
Nivo,SKCM,KIRC,node,0.1,12,38,0,0.42122178892733175,0
Nivo,SKCM,KIRC,node,0.1,13,38,0,0.24861800626680652,1
Nivo,SKCM,KIRC,node,0.1,14,38,0,0.21250643548735873,0
Nivo,SKCM,KIRC,node,0.1,15,38,0,0.24687033237128533,0
Nivo,SKCM,KIRC,node,0.1,16,38,0,0.37954805827158644,0
Nivo,SKCM,KIRC,node,0.1,17,38,0,0.3021576303249371,0
Nivo,SKCM,KIRC,node,0.1,18,38,0,0.3561351075885261,0
Nivo,SKCM,KIRC,node,0.1,19,38,0,0.04708937000304108,1
Nivo,SKCM,KIRC,node,0.1,20,38,0,0.3028294373550107,0
Nivo,SKCM,KIRC,node,0.1,21,38,0,0.4363821258532271,0
Nivo,SKCM,KIRC,node,0.1,22,38,0,0.027650402068345927,0
Nivo,SKCM,KIRC,node,0.1,23,38,0,0.40002945433380893,0
Nivo,SKCM,KIRC,node,0.1,24,38,1,0.8622838034395596,0
Nivo,SKCM,KIRC,node,0.1,25,38,1,0.7109584109523953,0
Nivo,SKCM,KIRC,node,0.1,26,38,0,0.3144285290278254,0
Nivo,SKCM,KIRC,node-matched-random,0.1,0,38,0,0.3262138801706793,1
Nivo,SKCM,KIRC,node-matched-random,0.1,1,38,1,0.9999993337507342,0
Nivo,SKCM,KIRC,node-matched-random,0.1,2,38,1,0.5304905393974648,0
Nivo,SKCM,KIRC,node-matched-random,0.1,3,38,0,0.360977590468406,0
Nivo,SKCM,KIRC,node-matched-random,0.1,4,38,0,0.48762952040916546,0
Nivo,SKCM,KIRC,node-matched-random,0.1,5,38,0,0.37085080296297274,0
Nivo,SKCM,KIRC,node-matched-random,0.1,6,38,0,0.2616938159974469,0
Nivo,SKCM,KIRC,node-matched-random,0.1,7,38,0,0.10630209548667924,0
Nivo,SKCM,KIRC,node-matched-random,0.1,8,38,1,0.5510969340673723,1
Nivo,SKCM,KIRC,node-matched-random,0.1,9,38,0,0.4277095802032693,0
Nivo,SKCM,KIRC,node-matched-random,0.1,10,38,0,0.05609327923572834,0
Nivo,SKCM,KIRC,node-matched-random,0.1,11,38,0,0.24230716008978714,0
Nivo,SKCM,KIRC,node-matched-random,0.1,12,38,0,0.0989094248782888,0
Nivo,SKCM,KIRC,node-matched-random,0.1,13,38,0,0.3518487629877556,1
Nivo,SKCM,KIRC,node-matched-random,0.1,14,38,0,0.09134176578938201,0
Nivo,SKCM,KIRC,node-matched-random,0.1,15,38,0,0.06533455139272577,0
Nivo,SKCM,KIRC,node-matched-random,0.1,16,38,1,0.5043429475072615,0
Nivo,SKCM,KIRC,node-matched-random,0.1,17,38,0,0.2104070760409008,0
Nivo,SKCM,KIRC,node-matched-random,0.1,18,38,0,0.23762864741503967,0
Nivo,SKCM,KIRC,node-matched-random,0.1,19,38,0,0.1795160464661629,1
Nivo,SKCM,KIRC,node-matched-random,0.1,20,38,0,0.22341067368253958,0
Nivo,SKCM,KIRC,node-matched-random,0.1,21,38,0,0.2853405900398805,0
Nivo,SKCM,KIRC,node-matched-random,0.1,22,38,0,0.13148626782078102,0
Nivo,SKCM,KIRC,node-matched-random,0.1,23,38,0,0.24202326071789562,0
Nivo,SKCM,KIRC,node-matched-random,0.1,24,38,0,0.17453190712750333,0
Nivo,SKCM,KIRC,node-matched-random,0.1,25,38,0,0.28912742578466116,0
Nivo,SKCM,KIRC,node-matched-random,0.1,26,38,0,0.1137899280534143,0
Nivo,SKCM,KIRC,node,0.05,0,5,0,0.4458364440552151,1
Nivo,SKCM,KIRC,node,0.05,1,5,1,0.6126296336311752,0
Nivo,SKCM,KIRC,node,0.05,2,5,0,0.4981293480662388,0
Nivo,SKCM,KIRC,node,0.05,3,5,1,0.5718965033204927,0
Nivo,SKCM,KIRC,node,0.05,4,5,1,0.5202403100698247,0
Nivo,SKCM,KIRC,node,0.05,5,5,1,0.5297487071323999,0
Nivo,SKCM,KIRC,node,0.05,6,5,0,0.4901439654393544,0
Nivo,SKCM,KIRC,node,0.05,7,5,0,0.4836580541088918,0
Nivo,SKCM,KIRC,node,0.05,8,5,0,0.42193267717570265,1
Nivo,SKCM,KIRC,node,0.05,9,5,0,0.4549752377988106,0
Nivo,SKCM,KIRC,node,0.05,10,5,1,0.5784482376469028,0
Nivo,SKCM,KIRC,node,0.05,11,5,1,0.5284067932784051,0
Nivo,SKCM,KIRC,node,0.05,12,5,1,0.5071034591739935,0
Nivo,SKCM,KIRC,node,0.05,13,5,0,0.4025911754642043,1
Nivo,SKCM,KIRC,node,0.05,14,5,0,0.4755820066086083,0
Nivo,SKCM,KIRC,node,0.05,15,5,0,0.469101445116795,0
Nivo,SKCM,KIRC,node,0.05,16,5,0,0.48426555280577077,0
Nivo,SKCM,KIRC,node,0.05,17,5,0,0.4698514111805982,0
Nivo,SKCM,KIRC,node,0.05,18,5,0,0.42668289191097125,0
Nivo,SKCM,KIRC,node,0.05,19,5,0,0.09270073168202986,1
Nivo,SKCM,KIRC,node,0.05,20,5,1,0.7022391428923654,0
Nivo,SKCM,KIRC,node,0.05,21,5,1,0.6676857438957076,0
Nivo,SKCM,KIRC,node,0.05,22,5,0,0.48726679669790174,0
Nivo,SKCM,KIRC,node,0.05,23,5,0,0.48098633030613125,0
Nivo,SKCM,KIRC,node,0.05,24,5,0,0.48328742159961346,0
Nivo,SKCM,KIRC,node,0.05,25,5,1,0.5379810794517742,0
Nivo,SKCM,KIRC,node,0.05,26,5,0,0.37091027441471447,0
Nivo,SKCM,KIRC,node-matched-random,0.05,0,5,0,0.2284195604838298,1
Nivo,SKCM,KIRC,node-matched-random,0.05,1,5,1,0.5207169426657138,0
Nivo,SKCM,KIRC,node-matched-random,0.05,2,5,1,0.8463300919648948,0
Nivo,SKCM,KIRC,node-matched-random,0.05,3,5,0,0.40799756911093843,0
Nivo,SKCM,KIRC,node-matched-random,0.05,4,5,1,0.7726511865800646,0
Nivo,SKCM,KIRC,node-matched-random,0.05,5,5,1,0.8634188849478865,0
Nivo,SKCM,KIRC,node-matched-random,0.05,6,5,0,0.4341191427962895,0
Nivo,SKCM,KIRC,node-matched-random,0.05,7,5,1,0.6314940019253854,0
Nivo,SKCM,KIRC,node-matched-random,0.05,8,5,0,0.3445125530616104,1
Nivo,SKCM,KIRC,node-matched-random,0.05,9,5,1,0.6256515320269125,0
Nivo,SKCM,KIRC,node-matched-random,0.05,10,5,1,0.5619190827429676,0
Nivo,SKCM,KIRC,node-matched-random,0.05,11,5,0,0.48511803088603805,0
Nivo,SKCM,KIRC,node-matched-random,0.05,12,5,0,0.47735482814158947,0
Nivo,SKCM,KIRC,node-matched-random,0.05,13,5,1,0.510845626413285,1
Nivo,SKCM,KIRC,node-matched-random,0.05,14,5,0,0.38602598141282496,0
Nivo,SKCM,KIRC,node-matched-random,0.05,15,5,1,0.5873227440194047,0
Nivo,SKCM,KIRC,node-matched-random,0.05,16,5,0,0.440013245185724,0
Nivo,SKCM,KIRC,node-matched-random,0.05,17,5,1,0.6557078522161116,0
Nivo,SKCM,KIRC,node-matched-random,0.05,18,5,0,0.3303458678480809,0
Nivo,SKCM,KIRC,node-matched-random,0.05,19,5,0,0.31723107512659704,1
Nivo,SKCM,KIRC,node-matched-random,0.05,20,5,0,0.33912482837797425,0
Nivo,SKCM,KIRC,node-matched-random,0.05,21,5,0,0.21234858715909696,0
Nivo,SKCM,KIRC,node-matched-random,0.05,22,5,0,0.3460945779228261,0
Nivo,SKCM,KIRC,node-matched-random,0.05,23,5,0,0.25884728672657137,0
Nivo,SKCM,KIRC,node-matched-random,0.05,24,5,0,0.46707929060069264,0
Nivo,SKCM,KIRC,node-matched-random,0.05,25,5,0,0.29933295740053084,0
Nivo,SKCM,KIRC,node-matched-random,0.05,26,5,0,0.421063644349344,0
Nivo,SKCM,KIRC,node,0.01,0,2,0,0.486880434690634,1
Nivo,SKCM,KIRC,node,0.01,1,2,1,0.5722510251397123,0
Nivo,SKCM,KIRC,node,0.01,2,2,0,0.4926710649807594,0
Nivo,SKCM,KIRC,node,0.01,3,2,1,0.5185354992399804,0
Nivo,SKCM,KIRC,node,0.01,4,2,1,0.5334640738436508,0
Nivo,SKCM,KIRC,node,0.01,5,2,1,0.5021588363104182,0
Nivo,SKCM,KIRC,node,0.01,6,2,0,0.4934344857226465,0
Nivo,SKCM,KIRC,node,0.01,7,2,0,0.48462542603343844,0
Nivo,SKCM,KIRC,node,0.01,8,2,0,0.4708025229439457,1
Nivo,SKCM,KIRC,node,0.01,9,2,0,0.4813482875926074,0
Nivo,SKCM,KIRC,node,0.01,10,2,1,0.5273785342980101,0
Nivo,SKCM,KIRC,node,0.01,11,2,0,0.48649229451523246,0
Nivo,SKCM,KIRC,node,0.01,12,2,1,0.5222030416836949,0
Nivo,SKCM,KIRC,node,0.01,13,2,0,0.36994848964278854,1
Nivo,SKCM,KIRC,node,0.01,14,2,1,0.5070871516877326,0
Nivo,SKCM,KIRC,node,0.01,15,2,0,0.47527400797431174,0
Nivo,SKCM,KIRC,node,0.01,16,2,0,0.49853977835824176,0
Nivo,SKCM,KIRC,node,0.01,17,2,1,0.5190878330553266,0
Nivo,SKCM,KIRC,node,0.01,18,2,0,0.49107467421462264,0
Nivo,SKCM,KIRC,node,0.01,19,2,0,0.46989788094670276,1
Nivo,SKCM,KIRC,node,0.01,20,2,1,0.5011715455791312,0
Nivo,SKCM,KIRC,node,0.01,21,2,1,0.5086996350938586,0
Nivo,SKCM,KIRC,node,0.01,22,2,1,0.533436251509653,0
Nivo,SKCM,KIRC,node,0.01,23,2,0,0.49454069157186603,0
Nivo,SKCM,KIRC,node,0.01,24,2,1,0.5162990590284187,0
Nivo,SKCM,KIRC,node,0.01,25,2,0,0.49398663250977554,0
Nivo,SKCM,KIRC,node,0.01,26,2,0,0.495600424601211,0
Nivo,SKCM,KIRC,node-matched-random,0.01,0,2,0,0.2673836564759928,1
Nivo,SKCM,KIRC,node-matched-random,0.01,1,2,1,0.5069070779698562,0
Nivo,SKCM,KIRC,node-matched-random,0.01,2,2,0,0.4934025329873124,0
Nivo,SKCM,KIRC,node-matched-random,0.01,3,2,1,0.5056179140523458,0
Nivo,SKCM,KIRC,node-matched-random,0.01,4,2,0,0.49880578781175966,0
Nivo,SKCM,KIRC,node-matched-random,0.01,5,2,0,0.4972750134421505,0
Nivo,SKCM,KIRC,node-matched-random,0.01,6,2,1,0.507228202363979,0
Nivo,SKCM,KIRC,node-matched-random,0.01,7,2,0,0.4990191904563219,0
Nivo,SKCM,KIRC,node-matched-random,0.01,8,2,0,0.46296029494283075,1
Nivo,SKCM,KIRC,node-matched-random,0.01,9,2,1,0.5386452856045388,0
Nivo,SKCM,KIRC,node-matched-random,0.01,10,2,0,0.49988760927886555,0
Nivo,SKCM,KIRC,node-matched-random,0.01,11,2,1,0.5540450535830888,0
Nivo,SKCM,KIRC,node-matched-random,0.01,12,2,0,0.49272104750596607,0
Nivo,SKCM,KIRC,node-matched-random,0.01,13,2,0,0.40460619399098086,1
Nivo,SKCM,KIRC,node-matched-random,0.01,14,2,0,0.4918605456507993,0
Nivo,SKCM,KIRC,node-matched-random,0.01,15,2,1,0.5280371126420869,0
Nivo,SKCM,KIRC,node-matched-random,0.01,16,2,1,0.5170511413746564,0
Nivo,SKCM,KIRC,node-matched-random,0.01,17,2,1,0.5014745319658128,0
Nivo,SKCM,KIRC,node-matched-random,0.01,18,2,1,0.5193309416773643,0
Nivo,SKCM,KIRC,node-matched-random,0.01,19,2,0,0.49768110452682746,1
Nivo,SKCM,KIRC,node-matched-random,0.01,20,2,1,0.5161198786396703,0
Nivo,SKCM,KIRC,node-matched-random,0.01,21,2,0,0.49173741948390703,0
Nivo,SKCM,KIRC,node-matched-random,0.01,22,2,1,0.5024819137288687,0
Nivo,SKCM,KIRC,node-matched-random,0.01,23,2,1,0.507280060451922,0
Nivo,SKCM,KIRC,node-matched-random,0.01,24,2,0,0.49449862976259873,0
Nivo,SKCM,KIRC,node-matched-random,0.01,25,2,1,0.5061721898904907,0
Nivo,SKCM,KIRC,node-matched-random,0.01,26,2,1,0.5053583748536055,0
Nivo,SKCM,KIRC,norm-node,0.1,0,62,0,0.06911469038200387,1
Nivo,SKCM,KIRC,norm-node,0.1,1,62,0,0.07981392348558519,0
Nivo,SKCM,KIRC,norm-node,0.1,2,62,0,0.20012390733446853,0
Nivo,SKCM,KIRC,norm-node,0.1,3,62,0,0.3655309991131072,0
Nivo,SKCM,KIRC,norm-node,0.1,4,62,1,0.8438439516093327,0
Nivo,SKCM,KIRC,norm-node,0.1,5,62,0,0.4353708424999531,0
Nivo,SKCM,KIRC,norm-node,0.1,6,62,0,0.4478144279018796,0
Nivo,SKCM,KIRC,norm-node,0.1,7,62,0,0.05361790936313148,0
Nivo,SKCM,KIRC,norm-node,0.1,8,62,1,0.6379736673552747,1
Nivo,SKCM,KIRC,norm-node,0.1,9,62,0,0.2706160470373859,0
Nivo,SKCM,KIRC,norm-node,0.1,10,62,1,0.5115640936102944,0
Nivo,SKCM,KIRC,norm-node,0.1,11,62,0,0.14866238431034923,0
Nivo,SKCM,KIRC,norm-node,0.1,12,62,0,0.26414298925107693,0
Nivo,SKCM,KIRC,norm-node,0.1,13,62,0,0.292252892847969,1
Nivo,SKCM,KIRC,norm-node,0.1,14,62,0,0.20423694976722276,0
Nivo,SKCM,KIRC,norm-node,0.1,15,62,0,0.2466638083445899,0
Nivo,SKCM,KIRC,norm-node,0.1,16,62,0,0.38154477469269704,0
Nivo,SKCM,KIRC,norm-node,0.1,17,62,0,0.34539519413401093,0
Nivo,SKCM,KIRC,norm-node,0.1,18,62,0,0.19321877696192472,0
Nivo,SKCM,KIRC,norm-node,0.1,19,62,0,0.0890467697222974,1
Nivo,SKCM,KIRC,norm-node,0.1,20,62,0,0.18407032330253917,0
Nivo,SKCM,KIRC,norm-node,0.1,21,62,0,0.4058274480163483,0
Nivo,SKCM,KIRC,norm-node,0.1,22,62,0,0.12676823936810216,0
Nivo,SKCM,KIRC,norm-node,0.1,23,62,0,0.4369969024766915,0
Nivo,SKCM,KIRC,norm-node,0.1,24,62,1,0.6493654875002707,0
Nivo,SKCM,KIRC,norm-node,0.1,25,62,0,0.4079171996477941,0
Nivo,SKCM,KIRC,norm-node,0.1,26,62,0,0.2369129021747013,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,0,62,0,0.18151816637819523,1
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,1,62,1,0.8986677950134009,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,2,62,0,0.4951728036459815,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,3,62,1,0.9370199271379055,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,4,62,0,0.3347000570431113,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,5,62,0,0.18116501785208478,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,6,62,0,0.0707458870345743,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,7,62,0,0.06257914087251991,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,8,62,0,0.4767573765210198,1
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,9,62,0,0.1432901500973128,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,10,62,0,0.2220780262681298,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,11,62,0,0.3532317000406417,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,12,62,1,0.5412573341111797,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,13,62,0,0.1394601403972615,1
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,14,62,0,0.11035893584206512,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,15,62,0,0.36598300929911665,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,16,62,0,0.21159831861002726,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,17,62,0,0.2647836926671871,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,18,62,0,0.20543492202010052,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,19,62,0,0.038621374059405786,1
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,20,62,0,0.09070069823679601,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,21,62,0,0.004321888444290346,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,22,62,0,0.04282559043434002,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,23,62,0,0.0825911632124902,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,24,62,0,0.2571803644037,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,25,62,0,0.28795349571658185,0
Nivo,SKCM,KIRC,norm-node-matched-random,0.1,26,62,0,0.054390726365007344,0
Nivo,SKCM,KIRC,norm-node,0.05,0,4,0,0.3231372057152112,1
Nivo,SKCM,KIRC,norm-node,0.05,1,4,1,0.5559546724465994,0
Nivo,SKCM,KIRC,norm-node,0.05,2,4,0,0.4849814001024005,0
Nivo,SKCM,KIRC,norm-node,0.05,3,4,1,0.5435529103428008,0
Nivo,SKCM,KIRC,norm-node,0.05,4,4,0,0.4834475048227791,0
Nivo,SKCM,KIRC,norm-node,0.05,5,4,1,0.6871593551175343,0
Nivo,SKCM,KIRC,norm-node,0.05,6,4,0,0.3511503752425842,0
Nivo,SKCM,KIRC,norm-node,0.05,7,4,1,0.5860854162662685,0
Nivo,SKCM,KIRC,norm-node,0.05,8,4,0,0.38585871079298667,1
Nivo,SKCM,KIRC,norm-node,0.05,9,4,0,0.4488922832109946,0
Nivo,SKCM,KIRC,norm-node,0.05,10,4,1,0.5839291834820918,0
Nivo,SKCM,KIRC,norm-node,0.05,11,4,0,0.4711326027097109,0
Nivo,SKCM,KIRC,norm-node,0.05,12,4,1,0.5582773845913915,0
