,Edge,U,pval,adj_pvals
1040,PIK3CG;PPP1R12C,390.5,0.05374986624729028,0.8276203231601803
1041,PIK3CG;PDPK1,480.0,0.6601626746547786,1.0
1042,PIK3CG;IMMT,389.5,0.05059340580821142,0.8248778928616487
1043,PIK3CG;PIK3R6,465.0,1.0,1.0
1044,ERBB3;HGF,539.5,0.05374986624729028,0.8276203231601803
1045,ERBB3;SHC2,514.5,0.20152830741551653,1.0
1046,ERBB3;SHC3,514.5,0.20152830741551653,1.0
1047,IGF1R;HGF,465.0,1.0,1.0
1048,IGF1R;CAV1,465.0,1.0,1.0
1049,IGF1R;IGFBP3,450.0,0.34163104673950406,1.0
1050,IGF1R;INS,465.0,1.0,1.0
1051,IGF1R;IGF2,465.0,1.0,1.0
1052,COMP;CD47,465.0,1.0,1.0
1053,COMP;CD36,465.0,1.0,1.0
1054,CD47;THBS4,500.0,0.45780917968416535,1.0
1055,CD47;CD36,418.5,0.16305380357650112,1.0
1056,CD47;THBS2,449.0,0.686201513900197,1.0
1057,CD36;FABP4,465.0,1.0,1.0
1058,CD36;ITGA2B,464.0,0.9901898777474202,1.0
1059,CD36;CAV1,465.0,1.0,1.0
1060,CD36;THBS4,480.5,0.5636330015561379,1.0
1061,CD36;TLR1,450.0,0.34163104673950406,1.0
1062,CD36;THBS2,480.5,0.32524398000988797,1.0
1063,CD36;PPARA,425.0,0.4709666759776462,1.0
1064,CD36;TLR6,465.0,1.0,1.0
1065,HGF;IL7,465.0,1.0,1.0
1066,IL7;IL3,465.0,1.0,1.0
1067,CAV1;BSG,315.0,0.031024981752077123,0.7933250298504871
1068,CAV1;DNM2,576.0,0.11091362229832773,1.0
1069,RAC2;ELMO1,484.5,0.7630958632021685,1.0
1070,RAC2;DOCK2,417.5,0.45590144176706704,1.0
1071,RAC2;RAC3,512.0,0.49676866161916844,1.0
1072,DNM2;SH3GL3,406.0,0.29513554646898765,1.0
1073,DNM2;ARC,461.0,0.9479673690692398,1.0
1074,CSF3;CXCL1,465.0,1.0,1.0
1075,CSF3;IL3,465.0,1.0,1.0
1076,CSF3;IL1A,465.0,1.0,1.0
1077,CXCL1;CCL2,465.0,1.0,1.0
1078,CXCL1;CXCL6,465.0,1.0,1.0
1079,CXCL1;IL1A,465.0,1.0,1.0
1080,CXCL1;CCL20,465.0,1.0,1.0
1081,CXCL1;CXCL2,465.0,1.0,1.0
1082,IL3;IL1A,465.0,1.0,1.0
1083,IL3;KITLG,465.0,1.0,1.0
1084,IL1A;IL1RN,469.0,0.9314121048015072,1.0
1085,IL1A;IL1R2,467.0,0.9705755643727033,1.0
1086,IL1A;S100A13,425.0,0.567659864397841,1.0
1087,IL1A;IL18,465.0,1.0,1.0
1088,IL1A;IL1R1,525.0,0.04546464041501961,0.7933250298504871
1089,IL1A;IL1RAP,551.0,0.13940972613070263,1.0
1090,CCL2;CCRL2,465.0,1.0,1.0
1091,CCL2;CCL20,465.0,1.0,1.0
1092,CCL2;CCL8,465.0,1.0,1.0
1093,CCL2;CXCL13,465.0,1.0,1.0
1094,CCRL2;CCL20,465.0,1.0,1.0
1095,CCL20;CXCL11,465.0,1.0,1.0
1096,CCL20;XCL2,465.0,1.0,1.0
1097,CCL20;CXCL12,465.0,1.0,1.0
1098,CCL20;CXCL2,465.0,1.0,1.0
1099,CCL20;CXCR6,465.0,1.0,1.0
1100,CCL8;CCL13,465.0,1.0,1.0
1101,CCL8;CXCL6,465.0,1.0,1.0
1102,CCL8;PPBP,465.0,1.0,1.0
1103,CCL8;CXCL11,465.0,1.0,1.0
1104,CCL8;XCL2,465.0,1.0,1.0
1105,CCL8;CXCL2,465.0,1.0,1.0
1106,CXCL13;CXCL12,465.0,1.0,1.0
1107,CXCL13;CXCR5,465.0,1.0,1.0
1108,CXCL13;CXCL11,465.0,1.0,1.0
1109,CXCL11;CCL13,465.0,1.0,1.0
1110,CXCL11;CXCL6,465.0,1.0,1.0
1111,CXCL11;PPBP,465.0,1.0,1.0
1112,CXCL11;CXCL12,465.0,1.0,1.0
1113,CXCL11;CCL24,465.0,1.0,1.0
1114,CXCL11;XCL1,465.0,1.0,1.0
1115,CXCL11;CXCL2,465.0,1.0,1.0
1116,CCL13;PPBP,465.0,1.0,1.0
1117,CCL13;XCL1,465.0,1.0,1.0
1118,CCL13;CCL24,465.0,1.0,1.0
1119,CCL13;CXCL12,465.0,1.0,1.0
1120,PPBP;CXCL6,465.0,1.0,1.0
1121,PPBP;CXCL12,465.0,1.0,1.0
1122,XCL1;CXCL2,465.0,1.0,1.0
1123,XCL1;CCL24,465.0,1.0,1.0
1124,XCL1;CXCL12,465.0,1.0,1.0
1125,XCL1;XCL2,465.0,1.0,1.0
1126,CXCL12;CXCL6,465.0,1.0,1.0
1127,CXCL12;CXCR5,465.0,1.0,1.0
1128,CXCL12;XCL2,465.0,1.0,1.0
1129,CXCL12;CXCL2,465.0,1.0,1.0
1130,CXCL12;CXCR6,465.0,1.0,1.0
1131,CXCL6;CXCL2,465.0,1.0,1.0
1132,CXCL2;XCL2,465.0,1.0,1.0
1133,IL18;IL1R1,420.0,0.2460835308600925,1.0
1134,ITGAM;THY1,359.5,0.014074923069765531,0.7546419893963852
1135,LPL;FABP4,496.0,0.3051842753550811,1.0
1136,RXRA;THRB,529.0,0.3595049159324408,1.0
1137,RXRA;NCOA1,577.5,0.10610445513237196,1.0
1138,RXRA;PPARA,281.0,0.008115750591985415,0.7546419893963852
1139,RXRA;NCOA2,468.5,0.96547478044484,1.0
1140,TNFSF14;TNFRSF6B,536.0,0.12921640375866014,1.0
1141,LDB2;CBFA2T3,465.0,1.0,1.0
1142,LDB2;TAL1,465.0,1.0,1.0
1143,LDB1;CBFA2T3,450.0,0.34163104673950406,1.0
1144,LDB1;TAL1,450.0,0.34163104673950406,1.0
1145,IL13RA2;CHI3L1,405.5,0.09896217393481585,1.0
1146,NCOA2;THRB,633.5,0.015353579854262072,0.7546419893963852
1147,NCOA2;NCOA1,520.5,0.4274583855694952,1.0
1148,NCOA1;THRB,599.5,0.053111659620624356,0.8276203231601803
1149,NCOA1;PPARA,195.5,0.0001041514504784423,0.12539834637604452
1150,TPM3;TFG,459.0,0.9349992556439358,1.0
1151,IGF2;IGFBP5,496.0,0.1538274663083508,1.0
1152,IGF2;IGFBP3,465.0,1.0,1.0
1153,IGF2;INS,465.0,1.0,1.0
1154,INS;IGFBP3,465.0,1.0,1.0
1155,IGFBP5;IGFBP3,480.0,0.5767042354125815,1.0
1156,IGFBP5;IGFALS,480.5,0.32524398000988797,1.0
1157,IGFBP5;PAPPA,438.0,0.6564776471145903,1.0
1158,IGFBP3;IGFALS,450.0,0.34163104673950406,1.0
1159,IL1RAP;IL1R1,443.0,0.7249267486907907,1.0
1160,IL1RAP;IL1R2,462.0,0.9677259537468917,1.0
1161,EGR1;NAB1,384.5,0.22955872567222146,1.0
1162,EGR1;NAB2,399.0,0.32280490720851285,1.0
1163,EGR1;EGR2,471.5,0.9254511538899748,1.0
1164,EGR1;FOSB,315.0,0.02663274992674488,0.7591716384490491
1165,NAB1;EGR2,494.0,0.5951423294317657,1.0
1166,NAB1;EGR3,500.0,0.49928227492347366,1.0
1167,NAB2;EGR2,516.0,0.3351001493735255,1.0
1168,NAB2;EGR3,515.0,0.34475849771219536,1.0
1169,EGR2;PRX,600.0,0.001659842752412324,0.7537576073941675
1170,EGR2;EGR3,540.0,0.02387781180476384,0.7546419893963852
1171,EGR2;SOX10,465.0,1.0,1.0
1172,FOSB;EGR3,612.0,0.006303197109151123,0.7546419893963852
1173,ARNT;EPAS1,511.0,0.4509983173113299,1.0
1174,ARNT;ARNT2,511.5,0.07658431169618192,0.9664531853301599
1175,ARNT;NPAS4,480.5,0.32524398000988797,1.0
1176,ARNT;HIF3A,467.0,0.9705755643727033,1.0
1177,RASGRP1;RAP1B,656.0,0.005955225435623941,0.7546419893963852
1178,RASGRP1;RAP1A,510.0,0.5188755346891949,1.0
1179,ALK;PTN,450.0,0.5767042354125815,1.0
1180,LIPE;FABP4,437.0,0.4426711793299679,1.0
1181,ELMO1;RAC3,464.0,0.9940843441096217,1.0
1182,ELMO1;DOCK2,401.5,0.2291780192835493,1.0
1183,DOCK2;RAC3,427.5,0.5784213875374444,1.0
1184,EPAS1;HIF3A,488.0,0.6925015328129609,1.0
1185,EPAS1;ARNT2,445.0,0.7399205951709318,1.0
1186,VLDLR;LRP8,520.0,0.37240365892020166,1.0
1187,VLDLR;RELN,528.0,0.12430938969652358,1.0
1188,LRP8;RELN,389.5,0.1874338278254537,1.0
1189,PTPRZ1;PTN,434.0,0.3945258838693817,1.0
1190,IL1R1;IL1RN,499.0,0.45349250574523103,1.0
1191,IL1R1;IL1R2,558.0,0.054534379874862475,0.8276203231601803
1192,CALM1;NOS2,358.5,0.013185115827889424,0.7546419893963852
1193,TAL1;CBFA2T3,465.0,1.0,1.0
1194,IL1RN;IL1R2,529.0,0.1553477294529392,1.0
1195,TLR6;TLR1,465.0,1.0,1.0
1196,FCER1G;OSCAR,465.0,1.0,1.0
1197,HIF3A;ARNT2,434.0,0.3051842753550811,1.0
1198,ARNT2;SIM1,465.0,1.0,1.0
1199,ARNT2;NPAS4,465.0,1.0,1.0
1200,SH3GL3;ARC,435.0,0.3213144887491235,1.0
1201,PTPRB;PTN,406.0,0.22402527133379713,1.0
1202,PTN;SDC3,420.5,0.4851644682647791,1.0
1203,TNFRSF6B;TNFSF15,459.0,0.9321642200141633,1.0
